"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","bright_ti4","bright_ti5"
"8064820",46.28544,33.987,NA,0.51,0.66,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,5.04,"D",337.2,301.65
"8064821",46.2917,33.99366,NA,0.52,0.66,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,5.04,"D",346.88,301.82
"8064822",46.29137,33.96635,NA,0.51,0.66,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,5.46,"D",343.69,301.48
"8064823",46.29788,33.9935,NA,0.52,0.66,2023-08-04,1136,1,NA,"high","2.0NRT",NA,26.23,"D",367,302.71
"8064824",46.29779,33.98668,NA,0.51,0.66,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,26.23,"D",350.52,304.35
"8064825",46.34856,34.08197,NA,0.52,0.67,2023-08-04,1136,1,NA,"high","2.0NRT",NA,10.7,"D",367,305.61
"8064826",46.39021,34.39835,NA,0.54,0.68,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,4.3,"D",340.11,300.6
"8064827",46.39165,34.0607,NA,0.52,0.67,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,4.6,"D",337.7,302.24
"8064828",46.3903,34.0612,NA,0.52,0.67,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,3.56,"D",338,303.07
"8064829",46.3965,34.06107,NA,0.52,0.67,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,3.56,"D",337.77,302.13
"8064831",46.42782,34.77941,NA,0.56,0.69,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,5.15,"D",330.48,300.46
"8064832",46.63237,32.19471,NA,0.42,0.61,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,8.79,"D",338.28,300.1
"8064833",46.63221,32.18908,NA,0.42,0.61,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,4.6,"D",340.11,303.33
"8064834",46.63791,32.1888,NA,0.42,0.61,2023-08-04,1136,1,NA,"nominal","2.0NRT",NA,4.6,"D",343.1,300.38
"8064835",46.63394,32.19188,NA,0.42,0.61,2023-08-04,1138,1,NA,"high","2.0NRT",NA,15,"D",367,301.91
"8064836",46.71064,32.74737,NA,0.45,0.63,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.76,"D",355.87,301.49
"8064837",46.71051,32.74128,NA,0.45,0.63,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.76,"D",351.74,301.94
"8064838",46.74844,31.20292,NA,0.38,0.59,2023-08-04,1138,1,NA,"high","2.0NRT",NA,9.84,"D",367,298.03
"8064839",46.74827,31.19803,NA,0.38,0.59,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,9.84,"D",352.88,302.5
"8064840",46.87177,33.18336,NA,0.47,0.64,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,4.75,"D",337.77,302.54
"8064841",46.88371,33.18298,NA,0.47,0.64,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.38,"D",332.25,302.2
"8064843",46.8682,33.18114,NA,0.47,0.64,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.19,"D",338.4,300.91
"8064845",46.88622,33.18689,NA,0.47,0.64,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,2.66,"D",334.32,299.56
"8064846",46.9014,31.17855,NA,0.38,0.59,2023-08-04,1138,1,NA,"high","2.0NRT",NA,12.1,"D",367,302.97
"8064847",46.90121,31.17351,NA,0.38,0.59,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,36.06,"D",353.62,306.85
"8064848",46.90685,31.17814,NA,0.38,0.59,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,12.1,"D",333.32,301.19
"8064849",47.03564,33.3819,NA,0.49,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,13.09,"D",333.3,302.05
"8064850",47.03553,33.3754,NA,0.49,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,14.97,"D",353.31,307.79
"8064851",47.03543,33.3689,NA,0.48,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,14.97,"D",339.09,306.27
"8064852",47.03098,33.11231,NA,0.47,0.64,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.86,"D",342.11,303.24
"8064853",47.03693,33.11211,NA,0.47,0.64,2023-08-04,1138,1,NA,"high","2.0NRT",NA,10.66,"D",367,302.51
"8064854",47.04167,33.38177,NA,0.49,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,50.81,"D",350.13,300.45
"8064855",47.04145,33.36875,NA,0.48,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,126.78,"D",348.34,302.61
"8064856",47.04135,33.36225,NA,0.48,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,19.41,"D",354.98,307.54
"8064857",47.03705,33.11844,NA,0.47,0.64,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,10.66,"D",334.06,300.2
"8064858",47.10035,33.29597,NA,0.48,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,2.95,"D",339.84,299.69
"8064859",47.10211,33.29367,NA,0.48,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,4.6,"D",336.48,298.54
"8064860",47.16539,33.4817,NA,0.49,0.65,2023-08-04,1138,1,NA,"high","2.0NRT",NA,8.59,"D",367,302.11
"8064861",47.16529,33.4751,NA,0.49,0.65,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,8.59,"D",330.83,299.89
"8064862",47.15234,32.54071,NA,0.44,0.63,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.05,"D",333.71,302.48
"8064863",47.2179,36.94869,NA,0.72,0.75,2023-08-04,1138,1,NA,"high","2.0NRT",NA,17.17,"D",367,294.72
"8064864",47.21778,36.95831,NA,0.72,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,17.17,"D",342.91,294.6
"8064865",47.22313,34.69105,NA,0.56,0.69,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.87,"D",343.22,296.39
"8064866",47.22491,36.94893,NA,0.72,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,17.17,"D",345.79,293.34
"8064867",47.22503,36.93956,NA,0.72,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,30.8,"D",355.31,294.69
"8064872",47.22463,34.69225,NA,0.56,0.69,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,4.58,"D",340.16,295.07
"8064873",47.21557,36.95219,NA,0.72,0.75,2023-08-04,1138,1,NA,"high","2.0NRT",NA,23.42,"D",367,294.55
"8064874",47.22274,36.94306,NA,0.72,0.75,2023-08-04,1138,1,NA,"high","2.0NRT",NA,20.23,"D",367,295.41
"8064875",47.22259,36.95242,NA,0.72,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,20.23,"D",338.2,294.36
"8064876",47.32138,34.83044,NA,0.57,0.69,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.75,"D",332.17,295.98
"8064878",47.32196,34.83321,NA,0.57,0.69,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,9.51,"D",346.4,294.57
"8064879",47.30404,32.33302,NA,0.43,0.62,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,2.56,"D",332.08,301.35
"8064880",47.39312,33.57195,NA,0.5,0.66,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.33,"D",345.2,297.64
"8064881",47.39364,33.5723,NA,0.5,0.66,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,12.21,"D",342.69,296.2
"8064882",47.43727,33.65262,NA,0.5,0.66,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.88,"D",338.25,300.76
"8064886",47.44036,31.80623,NA,0.41,0.61,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,9.47,"D",341.55,305.42
"8064887",47.50167,31.87815,NA,0.41,0.61,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,10.1,"D",339.53,303.89
"8064888",47.50153,31.87254,NA,0.41,0.61,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,10.1,"D",354.76,308.32
"8064889",47.57404,33.8487,NA,0.51,0.66,2023-08-04,1138,1,NA,"high","2.0NRT",NA,14.82,"D",367,297.64
"8064890",47.62004,35.51367,NA,0.61,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.83,"D",330.47,292.95
"8064891",47.62006,35.50534,NA,0.61,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.83,"D",334.05,294.55
"8064892",47.64524,35.98721,NA,0.65,0.73,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,8.4,"D",330.29,296.84
"8064893",47.61756,35.50759,NA,0.61,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,11.37,"D",351.6,294.37
"8064937",47.74266,31.61135,NA,0.4,0.6,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.85,"D",350.85,303.64
"8064945",48.05105,36.03721,NA,0.65,0.73,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,4.65,"D",331.48,296.42
"8064946",48.05269,36.03974,NA,0.65,0.73,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,4.62,"D",332.3,295.94
"8064952",48.16327,34.88653,NA,0.58,0.69,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,11.48,"D",334.26,297.09
"8064953",48.15682,34.88521,NA,0.58,0.7,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.26,"D",330.04,296.94
"8064954",48.16328,34.88555,NA,0.58,0.7,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.26,"D",334.36,296.89
"8064955",48.11681,31.24167,NA,0.39,0.59,2023-08-04,1138,1,NA,"high","2.0NRT",NA,19.77,"D",367,302.15
"8064956",48.11665,31.23645,NA,0.39,0.59,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,23.14,"D",354.14,299.83
"8064957",48.12231,31.24128,NA,0.39,0.59,2023-08-04,1138,1,NA,"high","2.0NRT",NA,19.77,"D",367,301.42
"8064958",48.1778,35.86664,NA,0.64,0.72,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.41,"D",348.11,295.63
"8064959",48.20485,31.96423,NA,0.42,0.61,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,2.57,"D",330.82,299.25
"8064960",48.20679,31.96327,NA,0.42,0.61,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,2.39,"D",332.14,298.5
"8064961",48.24711,36.8209,NA,0.71,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.23,"D",335.85,293.15
"8064962",48.42532,32.71382,NA,0.46,0.63,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,3.29,"D",330.53,298.77
"8064963",48.42347,32.71346,NA,0.46,0.63,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,2.48,"D",338.87,300.01
"8064964",48.52184,36.88555,NA,0.71,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,12.32,"D",356.44,293.31
"8064965",48.57697,35.4974,NA,0.62,0.71,2023-08-04,1138,1,NA,"high","2.0NRT",NA,11.68,"D",367,296.24
"8064966",48.57699,35.48893,NA,0.62,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,11.68,"D",338,296.03
"8064967",48.51932,36.88665,NA,0.72,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.66,"D",339.3,291.67
"8064968",48.51953,36.8768,NA,0.71,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.66,"D",328.8,292.54
"8064969",48.58062,35.49711,NA,0.62,0.71,2023-08-04,1138,1,NA,"high","2.0NRT",NA,26.49,"D",367,297.15
"8064970",48.58069,35.48868,NA,0.62,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,23.41,"D",353.69,299.04
"8064971",48.88528,35.77004,NA,0.64,0.72,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,5.52,"D",335.23,295.17
"8064972",48.88795,35.76823,NA,0.64,0.72,2023-08-04,1138,1,NA,"high","2.0NRT",NA,17.9,"D",367,298.5
"8064974",48.98446,35.28562,NA,0.61,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.11,"D",344.67,294.6
"8064975",48.98234,35.28451,NA,0.61,0.71,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,6.42,"D",343.3,294.78
"8064977",49.23793,36.71926,NA,0.7,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,8.14,"D",334.86,294.27
"8064978",49.23811,36.70948,NA,0.7,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,8.14,"D",343.17,297.31
"8064979",49.23643,36.71343,NA,0.7,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.06,"D",352.04,296.3
"8064980",49.23664,36.70379,NA,0.7,0.75,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.06,"D",327.2,295.04
"8064981",49.61338,37.09735,NA,0.73,0.76,2023-08-04,1138,1,NA,"nominal","2.0NRT",NA,7.09,"D",332.71,295.27
"8070519",49.15348,37.97106,NA,0.79,0.78,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,0.81,"N",301.83,287.96
"8070529",48.48565,38.77935,NA,0.73,0.76,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,3.28,"N",309.92,290.42
"8070537",48.48183,38.77956,NA,0.73,0.76,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,2.81,"N",310.21,291
"8070542",48.06165,37.95241,NA,0.79,0.78,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,1.2,"N",302.42,290.33
"8070544",48.06118,37.94745,NA,0.79,0.78,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,2.27,"N",305.89,289.69
"8070545",47.87741,37.91715,NA,0.79,0.78,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,1.35,"N",301.16,288.82
"8070550",47.50014,38.42262,NA,0.75,0.77,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,0.65,"N",299.45,288.43
"8070551",47.46957,38.33094,NA,0.76,0.77,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,3.21,"N",305.05,289.81
"8070552",47.47469,38.33147,NA,0.76,0.77,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,2.88,"N",306.03,289.54
"8070553",47.47487,38.34201,NA,0.76,0.77,2023-08-04,2210,1,NA,"nominal","2.0NRT",NA,3.29,"N",306.06,289.72
"8075521",44.73504,37.81137,NA,0.57,0.52,2023-08-05,934,1,NA,"nominal","2.0NRT",NA,9.04,"D",341.45,305.15
"8075555",45.06335,37.98361,NA,0.55,0.51,2023-08-05,934,1,NA,"low","2.0NRT",NA,4.26,"D",332.7,305.1
"8075602",45.05704,36.3529,NA,0.33,0.55,2023-08-05,937,1,NA,"high","2.0NRT",NA,6.03,"D",367,300.79
"8075611",45.05675,36.35389,NA,0.33,0.55,2023-08-05,937,1,NA,"high","2.0NRT",NA,5.34,"D",367,301.08
"8075618",45.63026,38.11925,NA,0.52,0.5,2023-08-05,937,1,NA,"low","2.0NRT",NA,9.31,"D",334.45,306.01
"8075619",45.63036,38.11724,NA,0.52,0.5,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.17,"D",340.04,306.55
"8075620",45.64068,38.11917,NA,0.52,0.5,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,12.64,"D",349.86,307.57
"8075623",45.65867,37.93612,NA,0.53,0.5,2023-08-05,937,1,NA,"low","2.0NRT",NA,7.12,"D",332.04,303.68
"8075625",45.66582,37.92513,NA,0.53,0.5,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,17.98,"D",345.09,310.35
"8075626",45.66419,37.91864,NA,0.53,0.5,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,17.97,"D",341.65,308.23
"8075635",46.49062,39.71666,NA,0.42,0.45,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.71,"D",343.27,310.32
"8075636",46.64349,39.15539,NA,0.44,0.46,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.08,"D",337.06,306.81
"8075637",46.64886,39.15889,NA,0.44,0.46,2023-08-05,937,1,NA,"low","2.0NRT",NA,3.08,"D",332.94,304.66
"8075638",46.64756,39.15336,NA,0.44,0.46,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.08,"D",344.31,308.85
"8075639",46.64626,39.14783,NA,0.44,0.46,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,8.44,"D",349.93,309.59
"8075640",46.65162,39.15131,NA,0.44,0.46,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,6.23,"D",348.04,306.09
"8075641",46.65032,39.14579,NA,0.44,0.46,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,8.05,"D",342.7,307.81
"8075642",46.66103,39.15274,NA,0.44,0.46,2023-08-05,937,1,NA,"low","2.0NRT",NA,3.02,"D",334.88,305.83
"8075643",46.65973,39.14721,NA,0.44,0.46,2023-08-05,937,1,NA,"low","2.0NRT",NA,3.02,"D",333.24,306.11
"8075646",47.05622,39.68497,NA,0.41,0.45,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.59,"D",336.54,305.14
"8075647",47.06132,39.6881,NA,0.41,0.45,2023-08-05,937,1,NA,"low","2.0NRT",NA,2.92,"D",331.71,304.45
"8075648",47.04316,39.55211,NA,0.42,0.45,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,30.54,"D",348.38,309.48
"8075649",47.04195,39.54687,NA,0.42,0.45,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,30.54,"D",350.38,313.98
"8075650",47.04074,39.54163,NA,0.42,0.45,2023-08-05,937,1,NA,"low","2.0NRT",NA,6.55,"D",335.83,306.45
"8075651",46.94298,38.96883,NA,0.44,0.46,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.93,"D",344.52,305.82
"8075656",47.14197,38.55086,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,7.31,"D",342.57,307.75
"8075657",47.14059,38.54513,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,10.68,"D",348.44,309.75
"8075658",47.14608,38.54876,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,7.31,"D",342.66,306.75
"8075659",47.14332,38.53728,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,10.68,"D",341.18,307.9
"8075660",47.1543,38.54452,NA,0.46,0.47,2023-08-05,937,1,NA,"low","2.0NRT",NA,2.72,"D",331.64,305.9
"8075662",47.19538,38.58137,NA,0.45,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,5.33,"D",345.48,309.61
"8075663",47.19948,38.57925,NA,0.45,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,5.33,"D",340.1,307.56
"8075681",46.20069,34.56139,NA,0.36,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.47,"D",344.52,304.42
"8075682",46.19941,34.55693,NA,0.36,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.47,"D",336.57,304.85
"8075691",47.50618,39.15069,NA,0.42,0.45,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.37,"D",355.97,312.31
"8075692",47.50492,39.14531,NA,0.42,0.45,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.37,"D",340.5,304.51
"8075693",46.23013,34.12028,NA,0.38,0.59,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,2.6,"D",332.38,301.95
"8075694",46.29238,34.29618,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,8.1,"D",343.43,302.98
"8075695",46.29108,34.29163,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.34,"D",341.89,301.9
"8075696",46.29606,34.28865,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.34,"D",342.08,302.88
"8075697",47.24982,37.78965,NA,0.49,0.49,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.87,"D",342.61,305.46
"8075698",47.25388,37.79149,NA,0.49,0.49,2023-08-05,937,1,NA,"low","2.0NRT",NA,9.19,"D",331.06,303.49
"8075699",46.78325,35.92708,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.94,"D",338.55,306.94
"8075700",46.82603,36.06599,NA,0.6,0.53,2023-08-05,937,1,NA,"low","2.0NRT",NA,5.58,"D",331.56,303.8
"8075702",47.47042,38.34925,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.37,"D",338.97,309.48
"8075703",46.02173,32.96032,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,18.46,"D",367,302.47
"8075704",46.02016,32.95511,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,18.46,"D",367,303.48
"8075705",46.01859,32.9499,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,34.51,"D",367,302.78
"8075706",46.01388,32.93425,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,17.03,"D",367,302.47
"8075707",46.0223,32.94139,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,24.4,"D",367,300.2
"8075708",46.02073,32.93617,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,44.98,"D",367,300.34
"8075709",46.47374,34.48919,NA,0.36,0.57,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,2.71,"D",334.64,303.59
"8075710",46.26365,33.7362,NA,0.4,0.6,2023-08-05,937,1,NA,"low","2.0NRT",NA,2.55,"D",331.3,302.2
"8075711",47.48811,38.3072,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.99,"D",348.53,307.38
"8075712",47.48672,38.30136,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,7.31,"D",342.65,308.53
"8075713",46.87349,35.86765,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,14.18,"D",350.7,308.32
"8075714",47.48943,38.29332,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,7.31,"D",349.01,304.94
"8075715",46.87808,35.86498,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,14.18,"D",342.63,305.53
"8075716",47.49007,38.30538,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.82,"D",341.42,301.67
"8075717",47.48865,38.29956,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.82,"D",350.65,305.9
"8075718",47.48722,38.2937,NA,0.46,0.47,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.28,"D",351.57,308.05
"8075719",46.47358,34.48726,NA,0.36,0.57,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,3.24,"D",336.29,303.9
"8075720",46.0242,32.95784,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,27.27,"D",367,300.89
"8075721",46.02261,32.95265,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,59.42,"D",367,302.26
"8075722",46.01783,32.93706,NA,0.44,0.62,2023-08-05,937,1,NA,"high","2.0NRT",NA,72.01,"D",367,303.06
"8075724",46.87657,35.86733,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,33.27,"D",352.39,308.4
"8075725",46.38826,34.09301,NA,0.38,0.59,2023-08-05,937,1,NA,"high","2.0NRT",NA,7.31,"D",367,305.33
"8075726",46.22285,33.53252,NA,0.4,0.6,2023-08-05,937,1,NA,"high","2.0NRT",NA,11.52,"D",367,303.19
"8075727",46.38693,34.08845,NA,0.38,0.59,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,6.65,"D",335.12,303.72
"8075728",46.41705,34.17178,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,1.13,"D",332.51,302.28
"8075730",46.9693,36.05489,NA,0.59,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.73,"D",340.02,304.08
"8075731",46.44459,34.16588,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.84,"D",334.21,301.85
"8075732",46.44328,34.16135,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,16.1,"D",355.92,309.76
"8075733",46.44197,34.15681,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,16.1,"D",355.93,307.07
"8075734",46.44826,34.15835,NA,0.37,0.58,2023-08-05,937,1,NA,"high","2.0NRT",NA,47.96,"D",367,307.34
"8075735",46.44695,34.15382,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,47.96,"D",348.84,314
"8075736",46.44564,34.1493,NA,0.37,0.58,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,30.94,"D",347.83,307.58
"8075737",46.94284,35.91652,NA,0.6,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,5.96,"D",337.55,305.49
"8075738",46.95203,35.91133,NA,0.6,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,6.53,"D",338.9,304.08
"8075739",46.95662,35.90872,NA,0.6,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4.05,"D",330.14,303.51
"8075741",46.61662,34.40393,NA,0.36,0.57,2023-08-05,937,1,NA,"high","2.0NRT",NA,5.63,"D",367,303.81
"8075742",46.61536,34.39954,NA,0.36,0.57,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,5.63,"D",345.78,303.7
"8075743",46.42262,33.67447,NA,0.39,0.6,2023-08-05,937,1,NA,"high","2.0NRT",NA,50.92,"D",367,303.85
"8075744",46.42122,33.66972,NA,0.39,0.6,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,50.92,"D",334.76,302.55
"8075745",46.42909,33.67611,NA,0.39,0.6,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,38.35,"D",353.32,299.19
"8075746",46.4277,33.67139,NA,0.39,0.6,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,50.92,"D",344.78,311.5
"8075747",46.42631,33.66665,NA,0.39,0.6,2023-08-05,937,1,NA,"low","2.0NRT",NA,50.92,"D",207.93,314.28
"8075748",46.43278,33.6683,NA,0.39,0.6,2023-08-05,937,1,NA,"high","2.0NRT",NA,26.29,"D",367,305.29
"8075749",46.98081,35.55309,NA,0.63,0.54,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,4,"D",340.92,303.18
"8075750",47.07848,35.77824,NA,0.61,0.53,2023-08-05,937,1,NA,"low","2.0NRT",NA,8.47,"D",332.16,305.5
"8075751",47.07648,35.77071,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,6.22,"D",337.6,304.05
"8075752",47.07971,35.77024,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.7,"D",335.18,303.11
"8075753",47.39636,36.85102,NA,0.53,0.5,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,7.03,"D",334.28,301.56
"8075754",47.12821,35.73362,NA,0.61,0.53,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,9.96,"D",351.46,305.86
"8075755",46.77241,34.32384,NA,0.36,0.57,2023-08-05,937,1,NA,"nominal","2.0NRT",NA,10.52,"D",337.94,300.9
