"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","bright_ti4","bright_ti5"
"7430874",48.52044,34.62997,NA,0.41,0.45,2023-06-03,1058,1,NA,"nominal","2.0NRT",NA,2.83,"D",331.02,298.88
"7430875",48.97571,38.19762,NA,0.59,0.53,2023-06-03,1100,1,NA,"nominal","2.0NRT",NA,2.7,"D",329.9,298.45
"7430876",49.58774,38.07859,NA,0.59,0.53,2023-06-03,1100,1,NA,"nominal","2.0NRT",NA,8.73,"D",339.93,290.74
"7434474",48.53456,34.64776,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,2.41,"N",330.33,287.13
"7434475",48.53504,34.64188,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,2.41,"N",299.13,285.92
"7434476",48.53271,34.61758,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.57,"N",296.65,283.78
"7434477",48.52987,34.65289,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,2.3,"N",306.97,282.19
"7434478",48.52849,34.61684,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.72,"N",295.15,282.22
"7434479",48.5238,34.62191,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.72,"N",301.14,282.87
"7434480",48.52333,34.62777,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.71,"N",301.27,283.34
"7434481",48.51864,34.63282,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,3.58,"N",330.35,283.11
"7434482",48.47425,34.9707,NA,0.42,0.45,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.53,"N",295.14,282.93
"7434483",48.47305,34.96894,NA,0.42,0.45,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.16,"N",300.4,284.27
"7434484",48.47214,34.62992,NA,0.43,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.32,"N",310.55,283.38
"7434488",47.83296,38.48069,NA,0.45,0.39,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.68,"N",299.2,284.9
"7434489",47.87632,35.15661,NA,0.4,0.44,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.24,"N",320.56,283.27
"7434490",47.86862,35.14963,NA,0.4,0.44,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.3,"N",299.89,284.1
"7434491",47.86093,35.14256,NA,0.4,0.44,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.63,"N",299.64,284.55
"7434492",47.87244,33.44791,NA,0.48,0.48,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,4.4,"N",326.65,284.07
"7434493",47.86894,33.43419,NA,0.48,0.48,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.94,"N",308.86,281.53
"7434495",44.84625,37.67174,NA,0.45,0.39,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.82,"N",303.89,289.09
"7434496",44.83848,37.67574,NA,0.45,0.39,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,0.88,"N",301.75,288.23
"7434500",44.73544,37.81016,NA,0.44,0.39,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,4.31,"N",330.59,294.82
"7434514",44.7729,33.86265,NA,0.42,0.46,2023-06-03,2314,1,NA,"nominal","2.0NRT",NA,1.09,"N",302.77,285.89
"7435384",47.62169,31.0072,NA,0.35,0.57,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.37,"N",298.26,277.44
"7435386",44.77471,33.86324,NA,0.58,0.7,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.05,"N",299.25,281.4
"7435387",44.7721,33.86064,NA,0.58,0.7,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.35,"N",300.31,281.24
"7435443",47.95224,37.84732,NA,0.66,0.73,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.49,"N",296.16,280.39
"7435444",48.47247,34.96584,NA,0.48,0.65,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.03,"N",295.69,280.99
"7435445",48.52155,34.63361,NA,0.47,0.64,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.64,"N",295.33,281.04
"7435446",48.51813,34.62393,NA,0.47,0.64,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.64,"N",295.65,281.38
"7435447",48.47561,34.63374,NA,0.47,0.64,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.56,"N",296.23,280.47
"7435449",47.88365,35.18953,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.97,"N",298.52,280.7
"7435450",47.88155,35.19579,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.22,"N",302.35,280.96
"7435451",47.87889,35.16269,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.44,"N",316.98,281.42
"7435452",47.87341,35.15852,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,2.57,"N",332.45,281.45
"7435453",47.87547,35.15238,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,2.86,"N",297.16,280.52
"7435454",47.87133,35.16468,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,2.57,"N",297.01,282.58
"7435455",47.87797,35.1605,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,7.24,"N",355.54,282.19
"7435456",47.87044,35.16249,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,3.65,"N",298.73,281.86
"7435457",47.63128,34.32827,NA,0.49,0.65,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.87,"N",300.95,281.89
"7435458",47.87287,33.45082,NA,0.44,0.62,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,5.45,"N",351.16,283.55
"7435459",47.88276,33.3993,NA,0.44,0.62,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.81,"N",297.58,282.29
"7435460",47.86934,33.44183,NA,0.44,0.62,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.12,"N",306.74,280.6
"7435474",47.62169,31.0072,NA,0.35,0.57,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.37,"N",298.26,277.44
"7435476",44.77471,33.86324,NA,0.58,0.7,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.05,"N",299.25,281.4
"7435477",44.7721,33.86064,NA,0.58,0.7,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.35,"N",300.31,281.24
"7435533",47.95224,37.84732,NA,0.66,0.73,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.49,"N",296.16,280.39
"7435534",48.47247,34.96584,NA,0.48,0.65,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.03,"N",295.69,280.99
"7435535",48.52155,34.63361,NA,0.47,0.64,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.64,"N",295.33,281.04
"7435536",48.51813,34.62393,NA,0.47,0.64,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.64,"N",295.65,281.38
"7435537",48.47561,34.63374,NA,0.47,0.64,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.56,"N",296.23,280.47
"7435539",47.88365,35.18953,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.97,"N",298.52,280.7
"7435540",47.88155,35.19579,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.22,"N",302.35,280.96
"7435541",47.87889,35.16269,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.44,"N",316.98,281.42
"7435542",47.87341,35.15852,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,2.57,"N",332.45,281.45
"7435543",47.87547,35.15238,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,2.86,"N",297.16,280.52
"7435544",47.87133,35.16468,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,2.57,"N",297.01,282.58
"7435545",47.87797,35.1605,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,7.24,"N",355.54,282.19
"7435546",47.87044,35.16249,NA,0.52,0.67,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,3.65,"N",298.73,281.86
"7435547",47.63128,34.32827,NA,0.49,0.65,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.87,"N",300.95,281.89
"7435548",47.87287,33.45082,NA,0.44,0.62,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,5.45,"N",351.16,283.55
"7435549",47.88276,33.3993,NA,0.44,0.62,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,0.81,"N",297.58,282.29
"7435550",47.86934,33.44183,NA,0.44,0.62,2023-06-04,54,1,NA,"nominal","2.0NRT",NA,1.12,"N",306.74,280.6
"7438334",48.45717,38.77422,NA,0.53,0.67,2023-06-04,900,1,NA,"nominal","2.0NRT",NA,4.89,"D",329.93,294.23
"7438337",48.45729,38.77349,NA,0.53,0.67,2023-06-04,900,1,NA,"nominal","2.0NRT",NA,3.56,"D",330.15,294.68
"7439305",45.9557,34.47747,NA,0.4,0.37,2023-06-04,1041,1,NA,"nominal","2.0NRT",NA,5.79,"D",344.68,302.46
"7439306",46.89574,32.65777,NA,0.39,0.36,2023-06-04,1041,1,NA,"nominal","2.0NRT",NA,10.43,"D",342.9,307.25
"7439307",46.895,32.65277,NA,0.39,0.36,2023-06-04,1041,1,NA,"nominal","2.0NRT",NA,14.74,"D",340.36,310.76
"7439308",46.89827,32.65174,NA,0.39,0.36,2023-06-04,1041,1,NA,"nominal","2.0NRT",NA,14.74,"D",340.75,303.65
"7439310",48.47251,34.96299,NA,0.43,0.38,2023-06-04,1041,1,NA,"low","2.0NRT",NA,1.84,"D",330.46,303
"7439311",48.47412,34.6325,NA,0.42,0.38,2023-06-04,1041,1,NA,"low","2.0NRT",NA,3.69,"D",333.07,305.54
"7439312",48.48926,34.48033,NA,0.42,0.37,2023-06-04,1041,1,NA,"nominal","2.0NRT",NA,3.45,"D",334.84,302.29
"7439313",48.97809,38.14995,NA,0.55,0.43,2023-06-04,1041,1,NA,"low","2.0NRT",NA,3.64,"D",328.42,303.35
"7439320",49.63817,31.46181,NA,0.38,0.36,2023-06-04,1041,1,NA,"nominal","2.0NRT",NA,6.1,"D",337.74,307.04
"7442367",48.49589,38.8075,NA,0.46,0.47,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.57,"N",310.49,282.68
"7442368",48.48087,38.77363,NA,0.46,0.47,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,2.05,"N",308.17,284.04
"7442369",48.46877,38.759,NA,0.46,0.47,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.62,"N",302.71,284.06
"7442370",48.46443,38.75826,NA,0.46,0.47,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.35,"N",297.63,285.33
"7442371",48.45915,38.76997,NA,0.46,0.47,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,3.1,"N",324.92,282.96
"7442374",48.53202,34.6415,NA,0.36,0.57,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.67,"N",303.02,282.15
"7442375",48.53182,34.64639,NA,0.36,0.57,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.67,"N",313.33,282.57
"7442376",48.49717,35.09736,NA,0.34,0.56,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.53,"N",295.45,283.08
"7442377",48.47136,34.96831,NA,0.34,0.56,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.81,"N",296.85,284.43
"7442378",48.47417,34.62798,NA,0.36,0.57,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.61,"N",302.28,282.62
"7442379",48.47399,34.63295,NA,0.36,0.57,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.61,"N",297.93,284.8
"7442380",48.4708,34.96566,NA,0.34,0.56,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.86,"N",299.06,283.52
"7442381",48.47511,34.6307,NA,0.36,0.57,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.1,"N",306.83,284.26
"7442382",48.22331,38.24289,NA,0.48,0.48,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.21,"N",299.64,280.53
"7442384",48.09911,37.92203,NA,0.5,0.49,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.46,"N",298.46,282.5
"7442387",48.05875,37.95541,NA,0.49,0.49,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.41,"N",302.01,284.03
"7442388",47.83342,38.48108,NA,0.47,0.47,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.88,"N",297.79,283.34
"7442389",47.87885,35.15819,NA,0.33,0.55,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.45,"N",307.81,281.89
"7442390",47.87371,35.15771,NA,0.33,0.55,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.97,"N",304.89,282.47
"7442391",47.88054,33.3968,NA,0.4,0.6,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.95,"N",298.61,284.55
"7442392",47.87498,33.43842,NA,0.4,0.6,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,0.88,"N",302.82,284.01
"7442393",47.86906,33.44898,NA,0.4,0.6,2023-06-04,2254,1,NA,"nominal","2.0NRT",NA,1.63,"N",304.58,283.64
"7442401",44.73754,37.8115,NA,0.46,0.47,2023-06-04,2257,1,NA,"nominal","2.0NRT",NA,2.73,"N",311.47,288.98
"7442402",44.73322,37.81028,NA,0.46,0.47,2023-06-04,2257,1,NA,"nominal","2.0NRT",NA,1.57,"N",300.6,287.62
"7442403",44.77311,33.86233,NA,0.36,0.58,2023-06-04,2257,1,NA,"nominal","2.0NRT",NA,0.34,"N",295.3,285.23
"7443218",48.45921,38.77001,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,4.59,"N",340.83,281.74
"7443219",48.46289,38.77184,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,4.44,"N",328.87,280.92
"7443220",48.46635,38.76092,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,2.34,"N",309.24,285.85
"7443221",48.46107,38.77759,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,3.06,"N",306.67,281.36
"7443222",48.06185,37.95626,NA,0.42,0.61,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.51,"N",299.45,283.2
"7443224",48.4715,34.63193,NA,0.59,0.53,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.79,"N",297.77,282.53
"7443225",47.88134,35.19086,NA,0.33,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,3.74,"N",346.14,282.4
"7443226",47.87186,35.16582,NA,0.32,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.49,"N",298.13,283.22
"7443227",47.86591,35.14786,NA,0.32,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.7,"N",295.54,285.1
"7443228",47.86121,35.14497,NA,0.32,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.7,"N",303.56,286.12
"7443229",47.88268,33.39892,NA,0.54,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,1.42,"N",299.85,283.21
"7443230",47.87184,33.43994,NA,0.55,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,1,"N",295.97,282.41
"7443231",47.87004,33.44678,NA,0.55,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,2.48,"N",306.66,282.71
"7443232",47.86745,33.43738,NA,0.55,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,1,"N",295.83,281.11
"7443235",46.78826,33.34042,NA,0.58,0.52,2023-06-05,37,1,NA,"nominal","2.0NRT",NA,0.9,"N",296.07,280.77
"7443237",44.7752,33.86322,NA,0.35,0.57,2023-06-05,37,1,NA,"nominal","2.0NRT",NA,0.9,"N",309.47,285.4
"7443342",48.45921,38.77001,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,4.59,"N",340.83,281.74
"7443343",48.46289,38.77184,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,4.44,"N",328.87,280.92
"7443344",48.46635,38.76092,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,2.34,"N",309.24,285.85
"7443345",48.46107,38.77759,NA,0.44,0.63,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,3.06,"N",306.67,281.36
"7443346",48.06185,37.95626,NA,0.42,0.61,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.51,"N",299.45,283.2
"7443348",48.4715,34.63193,NA,0.59,0.53,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.79,"N",297.77,282.53
"7443349",47.88134,35.19086,NA,0.33,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,3.74,"N",346.14,282.4
"7443350",47.87186,35.16582,NA,0.32,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.49,"N",298.13,283.22
"7443351",47.86591,35.14786,NA,0.32,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.7,"N",295.54,285.1
"7443352",47.86121,35.14497,NA,0.32,0.55,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,0.7,"N",303.56,286.12
"7443353",47.88268,33.39892,NA,0.54,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,1.42,"N",299.85,283.21
"7443354",47.87184,33.43994,NA,0.55,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,1,"N",295.97,282.41
"7443355",47.87004,33.44678,NA,0.55,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,2.48,"N",306.66,282.71
"7443356",47.86745,33.43738,NA,0.55,0.51,2023-06-05,35,1,NA,"nominal","2.0NRT",NA,1,"N",295.83,281.11
"7443359",46.78826,33.34042,NA,0.58,0.52,2023-06-05,37,1,NA,"nominal","2.0NRT",NA,0.9,"N",296.07,280.77
"7443361",44.7752,33.86322,NA,0.35,0.57,2023-06-05,37,1,NA,"nominal","2.0NRT",NA,0.9,"N",309.47,285.4
"7446744",47.23716,38.93269,NA,0.4,0.37,2023-06-05,1019,1,NA,"low","2.0NRT",NA,2.35,"D",332.4,302.89
"7446745",46.13908,32.19781,NA,0.47,0.4,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,3.97,"D",331.96,294.88
"7446746",46.35167,32.75938,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,9.58,"D",337.36,302.85
"7446747",46.35373,32.75663,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,2.09,"D",340.35,303.2
"7446748",46.40315,32.89573,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,2.34,"D",337.2,301.92
"7446749",46.42441,32.83226,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,9.94,"D",353.92,304
"7446750",46.42332,32.82659,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,25.14,"D",353.21,315.1
"7446751",46.42786,32.83087,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,5.64,"D",342,310.62
"7446752",46.42677,32.82519,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,11.43,"D",348.49,311.59
"7446753",46.43242,32.83514,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,5.64,"D",334.7,303.32
"7446754",46.51204,32.53585,NA,0.46,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,3,"D",339.93,303.66
"7446755",46.59743,32.77007,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,3.84,"D",335.86,304.57
"7446756",46.59633,32.7644,NA,0.45,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,3.7,"D",333.97,303.91
"7446757",46.5127,32.31894,NA,0.46,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,3.68,"D",333.27,293.51
"7446758",46.5162,32.3175,NA,0.46,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,3.68,"D",336,295.14
"7446759",46.57977,32.4677,NA,0.46,0.39,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,5.07,"D",333.4,303.25
"7446760",46.7208,33.04752,NA,0.44,0.38,2023-06-05,1019,1,NA,"nominal","2.0NRT",NA,5.01,"D",337.59,305.2
"7446761",46.84608,32.73308,NA,0.45,0.39,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,7.94,"D",345.27,299.5
"7446762",48.19516,39.7013,NA,0.42,0.38,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,2.19,"D",327.76,300.47
"7446763",47.94514,37.49422,NA,0.39,0.36,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,2.66,"D",330.77,303.78
"7446764",48.22204,38.24786,NA,0.4,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,2.65,"D",333.8,304.25
"7446765",48.46159,38.77495,NA,0.41,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,5.62,"D",337.83,305.77
"7446766",48.49427,38.81084,NA,0.41,0.37,2023-06-05,1021,1,NA,"low","2.0NRT",NA,2.83,"D",334.19,305.61
"7446767",48.48467,37.80773,NA,0.39,0.36,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,2.86,"D",332.97,298.18
"7446769",48.97212,38.54942,NA,0.41,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,5.88,"D",341.43,308.11
"7446770",48.95658,38.19616,NA,0.4,0.37,2023-06-05,1021,1,NA,"low","2.0NRT",NA,3.31,"D",330.8,305.58
"7446771",48.98067,38.19436,NA,0.4,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,7.32,"D",334.08,303.71
"7446772",48.97995,38.18893,NA,0.4,0.37,2023-06-05,1021,1,NA,"low","2.0NRT",NA,6.67,"D",343.2,314.28
"7446773",48.98328,38.1879,NA,0.4,0.37,2023-06-05,1021,1,NA,"low","2.0NRT",NA,6.67,"D",335.45,306.66
"7446774",49.06622,38.17671,NA,0.4,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,4.79,"D",334.86,300.01
"7446776",48.85934,33.67803,NA,0.4,0.37,2023-06-05,1021,1,NA,"low","2.0NRT",NA,2.54,"D",335.24,305.58
"7446777",49.75254,37.66488,NA,0.4,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,5.56,"D",335.36,295.89
"7446778",49.7566,37.66926,NA,0.4,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,5.09,"D",334.1,296.17
"7446779",49.16974,33.80511,NA,0.4,0.37,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,19.47,"D",343.43,305.44
"7446780",49.81346,37.14384,NA,0.39,0.36,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,1.64,"D",331.29,298.58
"7446781",49.81675,37.14274,NA,0.39,0.36,2023-06-05,1021,1,NA,"nominal","2.0NRT",NA,2.65,"D",340.38,301.32
"7449631",44.88693,38.1191,NA,0.39,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,1.63,"N",296.27,285.28
"7449632",44.83784,37.67909,NA,0.41,0.6,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.84,"N",297.17,285.35
"7449633",44.73387,37.80493,NA,0.4,0.6,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,2.38,"N",309.69,286.42
"7449634",44.73364,37.81063,NA,0.4,0.6,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,2.57,"N",310.8,288.33
"7450791",48.50476,38.59831,NA,0.39,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.59,"N",305,277.69
"7450792",48.49818,38.80851,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.78,"N",301.23,281.07
"7450793",48.49273,38.80826,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.78,"N",299.39,280.4
"7450794",48.50456,38.60062,NA,0.39,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.51,"N",297.72,277.84
"7450795",48.49712,38.80529,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.57,"N",298.66,280.6
"7450796",48.49692,38.81061,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.68,"N",299.3,281.46
"7450797",48.46616,38.75677,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,1.65,"N",298.02,284.79
"7450798",48.46016,38.77188,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,1.42,"N",298.12,281
"7450799",48.45999,38.77689,NA,0.38,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,1.78,"N",318.4,283.05
"7450800",48.0997,37.92173,NA,0.41,0.61,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.97,"N",295.3,280.73
"7450801",47.83622,38.47894,NA,0.39,0.59,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.48,"N",296.88,282.01
"7450802",47.87067,33.43628,NA,0.67,0.74,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,1.54,"N",304.76,282.09
"7450803",47.87078,33.44555,NA,0.67,0.74,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,1.54,"N",299.78,281.65
"7450804",47.87653,35.15497,NA,0.56,0.69,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,0.43,"N",295.25,282.31
"7450805",47.87005,33.43778,NA,0.67,0.74,2023-06-05,2235,1,NA,"nominal","2.0NRT",NA,2.21,"N",304.09,281.44
"7450938",48.49379,38.80793,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.92,"N",296.63,280.03
"7450939",48.47071,38.76044,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.48,"N",296.04,281.56
"7450940",48.46632,38.75774,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.48,"N",304.42,284.19
"7450941",48.46053,38.77907,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.21,"N",295.54,281.18
"7450942",48.46852,38.75886,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.01,"N",302.77,282.92
"7450943",48.46283,38.78034,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,0.83,"N",299.37,281.34
"7450944",48.46413,38.75613,NA,0.56,0.51,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.01,"N",295.26,283.31
"7450947",49.57214,31.61282,NA,0.43,0.38,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,2.31,"N",318.93,278.57
"7450948",48.0981,37.92618,NA,0.53,0.5,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,0.89,"N",296.29,281.09
"7450949",48.06001,37.95797,NA,0.53,0.5,2023-06-06,16,1,NA,"nominal","2.0NRT",NA,1.28,"N",302.59,284.31
