"","country","system","captured","abandoned","destroyed","damaged","total","Date"
"315","Ukraine","2 ZALA 421-16<U+0415>M",2,0,0,0,2,"02/18/2024"
"316","Ukraine","2 ZiL-130 tanker",0,0,2,0,2,"02/18/2024"
"317","Ukraine","2 ZiL-131 UMZ mine laying vehicle",0,0,2,0,2,"02/18/2024"
"318","Ukraine","20 23mm ZU-23-2",15,0,5,1,21,"02/18/2024"
"319","Ukraine","20 KamAZ 8x8",5,0,11,0,16,"02/18/2024"
"320","Ukraine","203mm 2S7 Pion",2,0,4,5,11,"02/18/2024"
"321","Ukraine","205 122mm BM-21 Grad",34,3,126,19,182,"02/18/2024"
"322","Ukraine","21 100mm MT-12 anti-tank gun",11,0,7,4,22,"02/18/2024"
"323","Ukraine","21 1V14 battery command and forward observer vehicle",14,1,6,1,22,"02/18/2024"
"324","Ukraine","21 203mm 2S7(M) Pion/Malka",1,0,18,2,21,"02/18/2024"
"325","Ukraine","21 Pantsir-S1",2,1,16,3,22,"02/18/2024"
"326","Ukraine","21 R-149AKSh-1 command and signals vehicle",1,0,17,2,20,"02/18/2024"
"327","Ukraine","22 River link pontoon (for PMP(-M) floating bridge system)",5,1,15,1,22,"02/18/2024"
"328","Ukraine","220mm BM-27 Uragan",11,0,58,3,72,"02/18/2024"
"329","Ukraine","220mm TOS-1A",3,0,15,5,23,"02/18/2024"
"330","Ukraine","23 KamAZ Avtozaks",4,1,17,0,22,"02/18/2024"
"331","Ukraine","23 MiG-29 fighter aircraft",0,0,22,1,23,"02/18/2024"
"332","Ukraine","23mm ZU-23",3,0,0,0,3,"02/18/2024"
"333","Ukraine","24 Mi-8 transport helicopter",0,0,22,0,22,"02/18/2024"
"334","Ukraine","24 Ural tanker",7,0,12,1,20,"02/18/2024"
"335","Ukraine","240mm 2S4 Tyulpan",0,0,40,1,41,"02/18/2024"
"336","Ukraine","25 River link pontoon (for PP/91-2005 floating bridge system)",9,0,15,0,24,"02/18/2024"
"337","Ukraine","26 BTR-7",13,0,6,0,19,"02/18/2024"
"338","Ukraine","27 Unknown BMP-1/2",0,0,21,0,21,"02/18/2024"
"339","Ukraine","28 BRM-1(K) reconnaissance vehicle",8,2,16,2,28,"02/18/2024"
"340","Ukraine","29 100mm MT-12 anti-tank gun",7,0,18,3,28,"02/18/2024"
"341","Ukraine","29 TMM-3 bridge layer",14,1,11,4,30,"02/18/2024"
"342","Ukraine","2S1 with ZU-23 AA gun",1,0,0,0,1,"02/18/2024"
"343","Ukraine","3 122mm RM-70",0,0,2,1,3,"02/18/2024"
"344","Ukraine","3 48Ya6-K1 Podlet-K1 low-altitude S-band surveillance radar",0,0,3,0,3,"02/18/2024"
"345","Ukraine","3 5P85SD/SM (launcher for S-300 PMU(-1))",0,0,2,0,2,"02/18/2024"
"346","Ukraine","3 ARS-14 decontamination and degassing vehicle",5,0,1,0,6,"02/18/2024"
"347","Ukraine","3 Auriga-1.2V portable satellite communications station",1,0,2,0,3,"02/18/2024"
"348","Ukraine","3 BMK-MO towing and motor boat",2,0,0,2,4,"02/18/2024"
"349","Ukraine","3 BMPT Terminator",0,0,1,2,3,"02/18/2024"
"350","Ukraine","3 BPzV Svatava combat reconnaissance vehicle",0,0,3,0,3,"02/18/2024"
"351","Ukraine","3 BREM-D armoured recovery vehicle",2,0,1,0,3,"02/18/2024"
"352","Ukraine","3 BREM-L armoured recovery vehicle",0,0,2,1,3,"02/18/2024"
"353","Ukraine","3 Bergepanzer 3 armoured recovery vehicle",0,1,2,0,3,"02/18/2024"
"354","Ukraine","3 Boeing Insitu ScanEagle 2",1,0,2,0,3,"02/18/2024"
"355","Ukraine","3 Coastal link pontoon (for PP-2005 floating bridge system)",1,0,2,0,3,"02/18/2024"
"356","Ukraine","3 Il-22 airborne command post",0,0,1,2,3,"02/18/2024"
"357","Ukraine","3 KamAZ 6x4",1,0,2,0,3,"02/18/2024"
"358","Ukraine","3 L-39 Albatros",0,0,2,0,2,"02/18/2024"
"359","Ukraine","3 LuAZ-969",1,0,2,1,4,"02/18/2024"
"360","Ukraine","3 MT-LB with 100mm MT-12 anti-tank gun",0,0,3,0,3,"02/18/2024"
"361","Ukraine","3 MTO-AT mobile workshop",1,0,2,0,3,"02/18/2024"
"362","Ukraine","3 MTO-UB1 maintenance vehicle",2,0,1,0,3,"02/18/2024"
"363","Ukraine","3 MTP-A2 recovery vehicle",0,1,2,0,3,"02/18/2024"
"364","Ukraine","3 MTU-72 bridge layer",1,0,2,0,3,"02/18/2024"
"365","Ukraine","3 P-18-2 2D VHF surveillance radar",0,0,3,0,3,"02/18/2024"
"366","Ukraine","3 PRP-4(M) artillery reconnaissance vehicle",0,0,3,0,3,"02/18/2024"
"367","Ukraine","3 PZM-2 trench-digging vehicle",0,0,2,1,3,"02/18/2024"
"368","Ukraine","3 Panthera T6",1,0,2,0,3,"02/18/2024"
"369","Ukraine","3 R-419L1 communications station",0,0,3,0,3,"02/18/2024"
"370","Ukraine","3 River link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",0,0,3,0,3,"02/18/2024"
"371","Ukraine","3 Stormer HVM",0,0,0,3,3,"02/18/2024"
"372","Ukraine","3 T-72 'Ural'",0,2,1,1,4,"02/18/2024"
"373","Ukraine","3 T-72B3 Obr. 2014",1,0,1,0,2,"02/18/2024"
"374","Ukraine","3 T-80B",0,1,2,1,4,"02/18/2024"
"375","Ukraine","3 T-80BVK",1,1,1,1,4,"02/18/2024"
"376","Ukraine","3 Unknown MRLS",0,0,3,0,3,"02/18/2024"
"377","Ukraine","3 Zhuk-class patrol boat (Sea Guard)",2,0,1,0,3,"02/18/2024"
"378","Ukraine","3 ZiL-131 tanker",1,0,2,0,3,"02/18/2024"
"379","Ukraine","30 BMC Kirpi",2,2,21,7,32,"02/18/2024"
"380","Ukraine","30 KamAZ with MM-501 armoured cabin",9,2,18,2,31,"02/18/2024"
"381","Ukraine","30 River link pontoon (for PMP(-M) floating bridge system)",1,0,20,8,29,"02/18/2024"
"382","Ukraine","30 T-72BA",16,0,12,3,31,"02/18/2024"
"383","Ukraine","300mm BM-30 Smerch",0,0,2,0,2,"02/18/2024"
"384","Ukraine","31 KamAZ 4x4",3,1,27,0,31,"02/18/2024"
"385","Ukraine","31 Mastiff Protected Patrol",3,3,16,8,30,"02/18/2024"
"386","Ukraine","31 Su-25 close air support aircraft",0,0,28,3,31,"02/18/2024"
"387","Ukraine","319 Unknown tank",0,38,230,42,310,"02/18/2024"
"388","Ukraine","32 IMR-2(M) combat engineering vehicle",12,6,14,4,36,"02/18/2024"
"389","Ukraine","348 T-72B3",80,24,213,48,365,"02/18/2024"
"390","Ukraine","35 ZiL-131",8,0,26,3,37,"02/18/2024"
"391","Ukraine","36 152mm 2S33 Msta-SM2",15,0,15,3,33,"02/18/2024"
"392","Ukraine","36 9P149 Shturm-S",19,3,11,2,35,"02/18/2024"
"393","Ukraine","36 UAZ-469 jeep",13,1,20,4,38,"02/18/2024"
"394","Ukraine","36D6 'Tin Shield'",1,0,11,2,14,"02/18/2024"
"395","Ukraine","38 UAZ-452 van",2,1,34,2,39,"02/18/2024"
"396","Ukraine","39 R-149MA3 command and staff vehicle",22,0,16,4,42,"02/18/2024"
"397","Ukraine","4 120mm 2S23 Nona-SVK",3,0,1,0,4,"02/18/2024"
"398","Ukraine","4 152mm ShKH vz. 77 DANA",0,0,1,3,4,"02/18/2024"
"399","Ukraine","4 1L259 (for Zoopark-1 counter-battery radar complex)",0,0,2,1,3,"02/18/2024"
"400","Ukraine","4 BMO-T",1,0,3,0,4,"02/18/2024"
"401","Ukraine","4 BPM-97 Vystrel",3,0,1,0,4,"02/18/2024"
"402","Ukraine","4 BWP-1",0,0,4,0,4,"02/18/2024"
"403","Ukraine","4 Bukovel-AD EW system",0,0,3,1,4,"02/18/2024"
"404","Ukraine","4 Coastal link pontoon (for PMP(-M) floating bridge system)",0,0,4,0,4,"02/18/2024"
"405","Ukraine","4 Eleron T28ME",1,0,3,0,4,"02/18/2024"
"406","Ukraine","4 Fara ground surveillance radar",3,0,1,0,4,"02/18/2024"
"407","Ukraine","4 ITEC Skif",1,0,3,0,4,"02/18/2024"
"408","Ukraine","4 MTO-AT mobile workshop",1,0,3,0,4,"02/18/2024"
"409","Ukraine","4 MTP-A2.1 recovery vehicle",2,0,2,0,4,"02/18/2024"
"410","Ukraine","4 Pinzgauer Vector 718",0,0,2,2,4,"02/18/2024"
"411","Ukraine","4 Project 50030 Kalkan-class patrol boat (Sea Guard)",4,0,0,0,4,"02/18/2024"
"412","Ukraine","4 Unknown Tor TLAR",0,0,0,4,4,"02/18/2024"
"413","Ukraine","4 Ural-4320 (for PMP floating bridge system)",1,1,2,0,4,"02/18/2024"
"414","Ukraine","40 MT-LB with ZU-23 AA gun",11,0,28,1,40,"02/18/2024"
"415","Ukraine","41 9T452 transporter-loader (for BM-27 Uragan MRL)",11,0,25,0,36,"02/18/2024"
"416","Ukraine","44 T-72A",11,6,25,6,48,"02/18/2024"
"417","Ukraine","47 BRM-1(K) reconnaissance vehicle",12,4,29,4,49,"02/18/2024"
"418","Ukraine","49 120mm 2S9 Nona",5,0,40,2,47,"02/18/2024"
"419","Ukraine","5 BRDM-2",1,0,4,0,5,"02/18/2024"
"420","Ukraine","5 BTR-70",1,0,3,1,5,"02/18/2024"
"421","Ukraine","5 KrAZ Cougar",3,0,2,0,5,"02/18/2024"
"422","Ukraine","5 KrAZ-255 (for PMP floating bridge system)",0,0,5,0,5,"02/18/2024"
"423","Ukraine","5 M1132 Stryker Engineering Squad Vehicle",0,0,5,0,5,"02/18/2024"
"424","Ukraine","5 M113AS4",1,0,4,0,5,"02/18/2024"
"425","Ukraine","5 Mara-2M",2,0,3,0,5,"02/18/2024"
"426","Ukraine","5 Mi-8MTPR-1 electronic warfare helicopter",0,0,2,1,3,"02/18/2024"
"427","Ukraine","5 PT-91 Twardy",0,0,3,1,4,"02/18/2024"
"428","Ukraine","5 Project 03160 Raptor-class patrol boat",0,0,3,2,5,"02/18/2024"
"429","Ukraine","5 UAZ-394511 <U+2018>Esaul<U+2019>",2,0,3,2,7,"02/18/2024"
"430","Ukraine","5 UMS-1000 patrol boat (Sea Guard)",5,0,0,1,6,"02/18/2024"
"431","Ukraine","5 Ural-VV",1,0,4,0,5,"02/18/2024"
"432","Ukraine","51 (Unknown) vehicle",0,1,34,4,39,"02/18/2024"
"433","Ukraine","51 Unknown BTR-80/BTR-82A",0,2,40,6,48,"02/18/2024"
"434","Ukraine","59 152mm 2S5 Giatsint-S",5,0,45,7,57,"02/18/2024"
"435","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",0,0,13,0,13,"02/18/2024"
"436","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",1,1,1,0,3,"02/18/2024"
"437","Ukraine","5P851A (Launcher for S-300PT-1A)",0,0,28,0,28,"02/18/2024"
"438","Ukraine","5P85D (launcher for S-300PS)",1,0,1,0,2,"02/18/2024"
"439","Ukraine","5P85D/S (launcher for S-300PS)",0,0,16,1,17,"02/18/2024"
"440","Ukraine","5P85S (launcher for S-300PS)",1,0,9,1,11,"02/18/2024"
"441","Ukraine","5P85SM2-01 (launcher for S-400)",0,0,4,0,4,"02/18/2024"
"442","Ukraine","5P85T2 (launcher for S-400)",0,0,1,0,1,"02/18/2024"
"443","Ukraine","6 155mm Caesar 6x6",0,0,4,2,6,"02/18/2024"
"444","Ukraine","6 Coastal link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",4,0,2,0,6,"02/18/2024"
"445","Ukraine","6 Granat-4",2,0,4,0,6,"02/18/2024"
"446","Ukraine","6 Su-35S multirole aircraft",0,0,6,0,6,"02/18/2024"
"447","Ukraine","6 T-90S",0,1,5,1,7,"02/18/2024"
"448","Ukraine","6 UAZ Patriot jeep",1,0,3,1,5,"02/18/2024"
"449","Ukraine","6 Ural-5323",3,0,3,0,6,"02/18/2024"
"450","Ukraine","620 BTR-82A(M)",125,18,418,43,604,"02/18/2024"
"451","Ukraine","7 KamAZ 6x6",2,0,5,0,7,"02/18/2024"
"452","Ukraine","7 KamAZ KMV-10V boom crane truck",2,0,5,0,7,"02/18/2024"
"453","Ukraine","7 R-934B 'Sinitsa' automated jamming station",0,0,5,2,7,"02/18/2024"
"454","Ukraine","7 Ural Avtozaks",1,0,6,0,7,"02/18/2024"
"455","Ukraine","7 Ural-4320 with 57mm AZP S-60",0,0,7,0,7,"02/18/2024"
"456","Ukraine","75 M113",9,9,49,15,82,"02/18/2024"
"457","Ukraine","76 T-72M/M1(R)",9,8,53,11,81,"02/18/2024"
"458","Ukraine","8 M1165 HMMWV",1,0,7,0,8,"02/18/2024"
"459","Ukraine","8 R-330BMV jamming station (for Borisoglebsk-2)",1,0,7,0,8,"02/18/2024"
"460","Ukraine","8 Roshel Senator",2,0,5,2,9,"02/18/2024"
"461","Ukraine","8 Unknown HMMWV variant",0,0,8,0,8,"02/18/2024"
"462","Ukraine","81 International M1224 MaxxPro",2,8,57,13,80,"02/18/2024"
"463","Ukraine","9 K-53949 Typhoon-K",1,0,8,0,9,"02/18/2024"
"464","Ukraine","9 KrAZ-260 tanker",1,0,2,1,4,"02/18/2024"
"465","Ukraine","9 REM-KL recovery vehicle",1,0,7,1,9,"02/18/2024"
"466","Ukraine","9 River link pontoon (for PP-2005 floating bridge system)",1,0,8,0,9,"02/18/2024"
"467","Ukraine","9 UAZ-3303",1,0,7,1,9,"02/18/2024"
"468","Ukraine","9 Ural-375D",7,0,2,0,9,"02/18/2024"
"469","Ukraine","9 Ural-4320 with 23mm ZU-23-2",1,0,8,0,9,"02/18/2024"
"470","Ukraine","90 BTR-4",23,6,54,7,90,"02/18/2024"
"471","Ukraine","90 T-64BV Zr. 2017",22,6,53,8,89,"02/18/2024"
"472","Ukraine","920 KamAZ 6x6",139,11,637,35,822,"02/18/2024"
"473","Ukraine","97 T-80U",40,8,42,5,95,"02/18/2024"
"474","Ukraine","98 122mm 2S1 Gvozdika",12,0,68,15,95,"02/18/2024"
"475","Ukraine","98 T-72B Obr. 1989",20,9,64,13,106,"02/18/2024"
"476","Ukraine","9A310M1 TELAR (for Buk-M1)",1,0,10,3,14,"02/18/2024"
"477","Ukraine","9A316 TEL (for Buk-M2)",3,0,6,0,9,"02/18/2024"
"478","Ukraine","9A317 TELAR (for Buk-M2)",1,0,10,1,12,"02/18/2024"
"479","Ukraine","9A317M TELAR (for Buk-M3)",0,0,4,0,4,"02/18/2024"
"480","Ukraine","9A330 TLAR (for 9K330 Tor)",6,0,2,5,13,"02/18/2024"
"481","Ukraine","9A331 TLAR (for 9K331 Tor-M1)",2,1,7,1,11,"02/18/2024"
"482","Ukraine","9A331M TLAR (for 9K332 Tor-M2)",2,1,11,8,22,"02/18/2024"
"483","Ukraine","9A39M1 TEL (for Buk-M1)",0,0,4,0,4,"02/18/2024"
"484","Ukraine","9A39M1-2 TEL (for Buk-M1-2)",0,0,6,0,6,"02/18/2024"
"485","Ukraine","9A83M2 TELAR (for S-300V4)",0,0,3,0,3,"02/18/2024"
"486","Ukraine","9A84-2 TEL (for S-300V4)",0,0,2,0,2,"02/18/2024"
"487","Ukraine","9K33 Osa",7,1,25,7,40,"02/18/2024"
"488","Ukraine","9K35 Strela-10",4,3,52,7,66,"02/18/2024"
"489","Ukraine","9P148 Konkurs",1,0,3,1,5,"02/18/2024"
"490","Ukraine","9P148 Konkurs ATGM carrier",9,1,6,0,16,"02/18/2024"
"491","Ukraine","9P149 Shturm-S ATGM carrier",2,0,1,1,4,"02/18/2024"
"492","Ukraine","9P163M-1 Kornet-T",0,0,2,0,2,"02/18/2024"
"493","Ukraine","9S18<U+041C>1(-2) (for Buk-M2)",1,0,0,0,1,"02/18/2024"
"494","Ukraine","9S18<U+041C>1(-3) (for Buk-M3)",0,0,1,0,1,"02/18/2024"
"495","Ukraine","9S36 (for Buk-M2)",1,0,3,0,4,"02/18/2024"
"496","Ukraine","9S36M (for Buk-M3)",0,0,2,0,2,"02/18/2024"
"497","Ukraine","9S470M1 (or variant thereof) command post (for Buk-M1/2)",1,0,1,0,2,"02/18/2024"
"498","Ukraine","9S932-2 intelligence, control and command vehicle (for Barnaul-T)",1,0,0,0,1,"02/18/2024"
"499","Ukraine","9T217 transloader (for 9K33 Osa)",2,0,6,0,8,"02/18/2024"
"500","Ukraine","9T244 transloader (for 9A330/1 Tor)",2,0,3,2,7,"02/18/2024"
"501","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,0,2,0,2,"02/18/2024"
"502","Ukraine","A1-SM Fury",31,0,39,0,70,"02/18/2024"
"503","Ukraine","AMN-590951",3,3,12,4,22,"02/18/2024"
"504","Ukraine","AMX-10 RC(R)",1,1,1,0,3,"02/18/2024"
"505","Ukraine","AMZ Dzik-2",1,0,1,1,3,"02/18/2024"
"506","Ukraine","AN/TPQ-36 weapons location radar",0,0,1,2,3,"02/18/2024"
"507","Ukraine","AN/TPQ-37 weapons location radar",0,0,2,0,2,"02/18/2024"
"508","Ukraine","AN/TPQ-49 lightweight counter mortar radar",1,0,0,0,1,"02/18/2024"
"509","Ukraine","AN/TPQ-50 counter-battery radar",0,0,5,0,5,"02/18/2024"
"510","Ukraine","APE-5 command post",0,0,6,0,6,"02/18/2024"
"511","Ukraine","ASU-1 Valkyrja",5,0,32,0,37,"02/18/2024"
"512","Ukraine","ATF Dingo",0,0,6,1,7,"02/18/2024"
"513","Ukraine","AeroVironment RQ-20 Puma",10,0,8,1,19,"02/18/2024"
"514","Ukraine","Airbus H225 transport helicopter",0,0,1,0,1,"02/18/2024"
"515","Ukraine","Alvis 4 'Mamba'",1,0,2,1,4,"02/18/2024"
"516","Ukraine","An-26 transport aircraft",0,0,3,0,3,"02/18/2024"
"517","Ukraine","Armed pickup truck",0,0,4,0,4,"02/18/2024"
"518","Ukraine","Armoured Volkswagen Amarok pickup truck",1,0,0,1,2,"02/18/2024"
"519","Ukraine","BAT-2 heavy engineering vehicle",5,1,4,4,14,"02/18/2024"
"520","Ukraine","BMD-2",58,11,172,13,254,"02/18/2024"
"521","Ukraine","BMD-4M",12,3,87,9,111,"02/18/2024"
"522","Ukraine","BMK-130M/BMK-150 towing and motor boat",1,0,0,0,1,"02/18/2024"
"523","Ukraine","BMK-460 towing and motor boat",0,6,2,2,10,"02/18/2024"
"524","Ukraine","BMM-4C Ambulance",2,0,2,0,4,"02/18/2024"
"525","Ukraine","BMM-70 Ambulance",0,0,2,0,2,"02/18/2024"
"526","Ukraine","BMP-1(P)",138,76,687,89,990,"02/18/2024"
"527","Ukraine","BMP-1AM",9,8,25,12,54,"02/18/2024"
"528","Ukraine","BMP-1KSh command and staff vehicle",0,0,2,0,2,"02/18/2024"
"529","Ukraine","BMP-1TS",0,0,1,0,1,"02/18/2024"
"530","Ukraine","BMP-2 675-sb3KDZ",2,5,30,8,45,"02/18/2024"
"531","Ukraine","BMP-2M Berezhok",8,1,17,4,30,"02/18/2024"
"532","Ukraine","BMP-3",61,23,216,43,343,"02/18/2024"
"533","Ukraine","BMP-3 688M sb. 3KDZ",1,11,17,12,41,"02/18/2024"
"534","Ukraine","BRDM-2",23,0,39,0,62,"02/18/2024"
"535","Ukraine","BRDM-2L1",17,0,31,1,49,"02/18/2024"
"536","Ukraine","BRDM-2M/A",0,0,2,0,2,"02/18/2024"
"537","Ukraine","BRDM-2RKhb chemical reconnaissance vehicle",2,0,6,0,8,"02/18/2024"
"538","Ukraine","BREM-1 armoured recovery vehicle",17,11,26,6,60,"02/18/2024"
"539","Ukraine","BREM-2 armoured recovery vehicle",1,0,1,0,2,"02/18/2024"
"540","Ukraine","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,0,5,0,6,"02/18/2024"
"541","Ukraine","BREM-K armoured recovery vehicle",3,0,1,0,4,"02/18/2024"
"542","Ukraine","BRM-1K Obr. 2021",1,0,1,0,2,"02/18/2024"
"543","Ukraine","BTR-3",10,0,30,1,41,"02/18/2024"
"544","Ukraine","BTR-60PB",7,0,15,1,23,"02/18/2024"
"545","Ukraine","BTR-60PU-12 air defence command vehicle",1,0,2,0,3,"02/18/2024"
"546","Ukraine","BTR-70",12,0,16,3,31,"02/18/2024"
"547","Ukraine","BTR-70DI-02 'Svityaz' command and staff vehicle",1,0,0,0,1,"02/18/2024"
"548","Ukraine","BTR-70M",2,2,7,0,11,"02/18/2024"
"549","Ukraine","BTR-80M",2,0,0,0,2,"02/18/2024"
"550","Ukraine","BTR-D",23,6,54,4,87,"02/18/2024"
"551","Ukraine","BTR-MDM Rakushka",8,1,18,3,30,"02/18/2024"
"552","Ukraine","BTR-ZD Skrezhet",2,0,2,0,4,"02/18/2024"
"553","Ukraine","BTS-4 ARV with ZU-23 AA gun",1,0,0,0,1,"02/18/2024"
"554","Ukraine","BTS-4A armoured recovery vehicle",3,4,5,4,16,"02/18/2024"
"555","Ukraine","BVP M-80A",0,1,3,4,8,"02/18/2024"
"556","Ukraine","Barnaul-T 9<U+0421>932-1 automated system for air defence units",4,0,3,0,7,"02/18/2024"
"557","Ukraine","Bayraktar TB2",0,0,21,0,21,"02/18/2024"
"558","Ukraine","Bogdan-2251 ambulance pickup truck",4,0,12,0,16,"02/18/2024"
"559","Ukraine","Bogdan-5316",0,1,6,2,9,"02/18/2024"
"560","Ukraine","Bogdan-63172",3,2,25,2,32,"02/18/2024"
"561","Ukraine","Bogdan-63172 'Kozak'",1,0,2,0,3,"02/18/2024"
"562","Ukraine","Bushmaster Protected Mobility Vehicle",0,0,10,4,14,"02/18/2024"
"563","Ukraine","CV9040C",1,1,0,5,7,"02/18/2024"
"564","Ukraine","Challenger 2",0,0,1,0,1,"02/18/2024"
"565","Ukraine","DAF YAD 4442 NT",0,0,2,0,2,"02/18/2024"
"566","Ukraine","Dovbush T10",1,0,1,0,2,"02/18/2024"
"567","Ukraine","EOS-C VTOL",0,0,2,0,2,"02/18/2024"
"568","Ukraine","Eleron-3",23,0,11,0,34,"02/18/2024"
"569","Ukraine","FV103 Spartan",1,0,6,0,7,"02/18/2024"
"570","Ukraine","FlyEye",1,0,7,0,8,"02/18/2024"
"571","Ukraine","Forpost",0,0,5,0,5,"02/18/2024"
"572","Ukraine","GAZ Sobol",0,1,1,0,2,"02/18/2024"
"573","Ukraine","GAZ Tigr",7,1,7,0,15,"02/18/2024"
"574","Ukraine","GAZ-3308",2,2,4,0,8,"02/18/2024"
"575","Ukraine","GAZ-3308 tanker",0,0,1,0,1,"02/18/2024"
"576","Ukraine","GAZ-3344-20 'Aleut' articulated tracked carrier",0,0,2,0,2,"02/18/2024"
"577","Ukraine","GAZ-66",14,0,27,0,41,"02/18/2024"
"578","Ukraine","GAZ-66 tanker",0,0,1,0,1,"02/18/2024"
"579","Ukraine","GMZ-3 minelayer",5,0,2,1,8,"02/18/2024"
"580","Ukraine","GT-MU AFV converted to APC",1,0,0,0,1,"02/18/2024"
"581","Ukraine","Gyurza-M-class gunboat",3,0,1,1,5,"02/18/2024"
"582","Ukraine","HMMWV Ambulance",7,0,4,5,16,"02/18/2024"
"583","Ukraine","Husky Tactical Support Vehicle",2,2,13,5,22,"02/18/2024"
"584","Ukraine","IMR-2 combat engineering vehicle",1,1,8,1,11,"02/18/2024"
"585","Ukraine","IMR-3M combat engineering vehicle",1,0,1,1,3,"02/18/2024"
"586","Ukraine","INKAS Titan-S",0,0,3,0,3,"02/18/2024"
"587","Ukraine","Il-76 transport aircraft",1,0,3,2,6,"02/18/2024"
"588","Ukraine","Island-class patrol boat",0,0,1,0,1,"02/18/2024"
"589","Ukraine","Iveco LMV",0,0,10,2,12,"02/18/2024"
"590","Ukraine","Iveco LMV Rys",5,1,25,7,38,"02/18/2024"
"591","Ukraine","Jelcz P882 D53",0,0,2,0,2,"02/18/2024"
"592","Ukraine","K1Sh1 command and staff vehicle",1,0,0,0,1,"02/18/2024"
"593","Ukraine","KTO Rosomak",0,0,3,1,4,"02/18/2024"
"594","Ukraine","Ka-52 Alligator attack helicopter",1,2,40,8,51,"02/18/2024"
"595","Ukraine","KamAZ 6x6",8,0,16,3,27,"02/18/2024"
"596","Ukraine","KamAZ 6x6 tanker",1,0,1,0,2,"02/18/2024"
"597","Ukraine","KamAZ-435029 Patrol-A",0,0,2,1,3,"02/18/2024"
"598","Ukraine","KamAZ-5350 with EOV-3523 excavator",3,0,15,0,18,"02/18/2024"
"599","Ukraine","KamAZ-5350 with KS-45719-7M crane",2,0,5,0,7,"02/18/2024"
"600","Ukraine","KamAZ-5350 with armoured cabin",5,0,7,2,14,"02/18/2024"
"601","Ukraine","KamAZ-6350 8x8 artillery tractor",0,0,14,2,16,"02/18/2024"
"602","Ukraine","KamAZ-63968 Typhoon",6,1,19,4,30,"02/18/2024"
"603","Ukraine","Korsar",0,0,1,0,1,"02/18/2024"
"604","Ukraine","Kozak-2",19,0,38,1,58,"02/18/2024"
"605","Ukraine","Kozak-2M1",7,1,21,3,32,"02/18/2024"
"606","Ukraine","Kozak-5",1,0,2,0,3,"02/18/2024"
"607","Ukraine","Kozak-7",0,0,6,1,7,"02/18/2024"
"608","Ukraine","KrAZ Cobra",6,0,7,1,14,"02/18/2024"
"609","Ukraine","KrAZ Spartan",1,0,9,0,10,"02/18/2024"
"610","Ukraine","KrAZ-255B",1,0,3,0,4,"02/18/2024"
"611","Ukraine","KrAZ-255B tanker",1,0,7,1,9,"02/18/2024"
"612","Ukraine","KrAZ-255B with excavator",1,0,5,2,8,"02/18/2024"
"613","Ukraine","KrAZ-260",3,0,0,0,3,"02/18/2024"
"614","Ukraine","KrAZ-5233",15,0,15,2,32,"02/18/2024"
"615","Ukraine","KrAZ-6322",11,0,33,1,45,"02/18/2024"
"616","Ukraine","KrAZ-6322 Raptor",5,0,1,0,6,"02/18/2024"
"617","Ukraine","KrAZ-MPV Shrek One",1,0,1,0,2,"02/18/2024"
"618","Ukraine","Krivak III-class frigate",0,0,1,0,1,"02/18/2024"
"619","Ukraine","Land Rover Defender",0,0,6,0,6,"02/18/2024"
"620","Ukraine","Lastochka-M",1,0,0,0,1,"02/18/2024"
"621","Ukraine","Leer-2 electronic warfare system",0,0,5,1,6,"02/18/2024"
"622","Ukraine","Leleka-100",16,0,35,1,52,"02/18/2024"
"623","Ukraine","Leopard 2A4",0,3,7,8,18,"02/18/2024"
"624","Ukraine","Leopard 2A6",0,4,5,6,15,"02/18/2024"
"625","Ukraine","Leopard 2R mine-clearing tank",0,0,1,2,3,"02/18/2024"
"626","Ukraine","M-55S",0,0,1,1,2,"02/18/2024"
"627","Ukraine","M1114 and M1151 HMMWV",10,3,60,18,91,"02/18/2024"
"628","Ukraine","M1126 Stryker",0,1,7,2,10,"02/18/2024"
"629","Ukraine","M113G3DK/G4DK",0,2,2,1,5,"02/18/2024"
"630","Ukraine","M1152 HMMWV",0,0,15,0,15,"02/18/2024"
"631","Ukraine","M2A2 Bradley ODS-SA",1,8,29,26,64,"02/18/2024"
"632","Ukraine","M88A1 armoured recovery vehicle",0,1,2,0,3,"02/18/2024"
"633","Ukraine","M998 HMMWV",11,0,3,1,15,"02/18/2024"
"634","Ukraine","MAZ 531605 tanker",0,0,3,0,3,"02/18/2024"
"635","Ukraine","MAZ TZ-500 tanker",0,0,3,0,3,"02/18/2024"
"636","Ukraine","MAZ-5336",0,0,1,0,1,"02/18/2024"
"637","Ukraine","MAZ-537",1,0,2,0,3,"02/18/2024"
"638","Ukraine","MDK-3 trench-digging vehicle",2,0,1,1,4,"02/18/2024"
"639","Ukraine","MLS Shield",0,0,1,2,3,"02/18/2024"
"640","Ukraine","MT-LB",140,65,470,48,723,"02/18/2024"
"641","Ukraine","MT-LB With 14.5mm BPU-1 Turret",0,0,2,0,2,"02/18/2024"
