"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"103",NA,"Unknown communications station based on the KamAZ 6x6",1,0,0,1,2,2022-03-01
"104",NA,"Unknown Mi-24/35",0,1,0,1,2,2022-03-01
"105",NA,"Unknown supply truck",0,1,0,0,1,2022-03-01
"106",NA,"Unknown truck",1,3,1,0,5,2022-03-01
"107",NA,"Unknown vehicle",0,5,0,0,5,2022-03-01
"108",NA,"UR-77 'Meterorit'",0,0,1,0,1,2022-03-01
"109",NA,"Ural Federal",0,1,2,0,3,2022-03-01
"110",NA,"Ural-375D",1,1,0,0,2,2022-03-01
"111",NA,"Ural-4320",19,11,4,3,37,2022-03-01
"112",NA,"Ural-4320 Wrecker",1,0,0,1,2,2022-03-01
"113",NA,"Ural-43206",2,1,0,0,3,2022-03-01
"114",NA,"Varta",4,0,0,0,4,2022-03-01
"115",NA,"ZiL-131",0,4,1,0,5,2022-03-01
