"","country","system","destroyed","abandoned","captured","damaged","total","Date"
"96","Russia","Ka-52 'Alligator' attack helicopter",11,2,1,3,17,"05/05/2022"
"97","Russia","KamAZ 4x4",2,1,3,0,6,"05/05/2022"
"98","Russia","KamAZ 6x6",81,16,75,12,184,"05/05/2022"
"99","Russia","KamAZ 6x6 tanker",14,2,23,3,42,"05/05/2022"
"100","Russia","KamAZ 8x8",4,0,2,1,7,"05/05/2022"
"101","Russia","KamAZ Avtozaks",6,4,2,0,12,"05/05/2022"
"102","Russia","KamAZ with armoured cabin",1,2,3,0,6,"05/05/2022"
"103","Russia","KamAZ-5350 with EOV-3523 excavator",2,0,4,0,6,"05/05/2022"
"104","Russia","KamAZ-5350 with KS-45719-7M crane",3,0,1,0,4,"05/05/2022"
"105","Russia","KamAZ-5350 with crane",1,0,0,0,1,"05/05/2022"
"106","Russia","KamAZ-6350 8x8 artillery tractor",3,0,0,2,5,"05/05/2022"
"107","Russia","KamAZ-63968 'Typhoon'",7,2,3,1,13,"05/05/2022"
"108","Russia","KrAZ-255B",1,0,2,0,3,"05/05/2022"
"109","Russia","KrAZ-255B tanker",1,0,0,0,1,"05/05/2022"
"110","Russia","KrAZ-255B with excavator",1,0,1,0,2,"05/05/2022"
"111","Russia","MDK-3 trench-digging vehicle",0,0,1,0,1,"05/05/2022"
"112","Russia","MP-2IM signals vehicle",0,1,0,0,1,"05/05/2022"
"113","Russia","MT-LB",35,14,48,0,97,"05/05/2022"
"114","Russia","MT-LB Ambulance",2,0,0,0,2,"05/05/2022"
"115","Russia","MT-LB with ZU-23 AA gun",5,0,0,0,5,"05/05/2022"
"116","Russia","MT-LBM 6MB",1,1,0,0,2,"05/05/2022"
"117","Russia","MT-LBVM and MT-LBVMK",13,9,42,0,64,"05/05/2022"
"118","Russia","MT-LBu",6,1,8,0,15,"05/05/2022"
"119","Russia","MTU-72 bridge layer",0,0,1,0,1,"05/05/2022"
"120","Russia","Mi-24P attack helicopter",3,0,0,0,3,"05/05/2022"
"121","Russia","Mi-28 attack helicopter",3,0,0,0,3,"05/05/2022"
"122","Russia","Mi-35M attack helicopter",3,0,0,0,3,"05/05/2022"
"123","Russia","Mi-8 transport helicopter",10,1,0,0,11,"05/05/2022"
"124","Russia","Orion UCAV",1,0,0,0,1,"05/05/2022"
"125","Russia","Orlan-10 reconnaissance UAV",25,0,11,0,36,"05/05/2022"
"126","Russia","Orlan-30 reconnaissance UAV",1,0,0,0,1,"05/05/2022"
"127","Russia","P-260-U signal vehicle (for Redut-2US signal and communications system)",1,0,1,0,2,"05/05/2022"
"128","Russia","PMP floating bridge",4,1,2,0,7,"05/05/2022"
"129","Russia","PP-2005 floating bridge",4,0,1,0,5,"05/05/2022"
"130","Russia","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",1,0,1,0,2,"05/05/2022"
"131","Russia","PTS-3 tracked amphibious transport",2,2,3,0,7,"05/05/2022"
"132","Russia","Pantsir-S1",4,1,3,0,8,"05/05/2022"
"133","Russia","Pontoon bridge",5,0,4,0,9,"05/05/2022"
"134","Russia","Project 03160 Raptor class patrol boat",2,0,0,1,3,"05/05/2022"
"135","Russia","Project 1164 Slava class guided missile cruiser 'Moskva'",1,0,0,0,1,"05/05/2022"
"136","Russia","Project 1171 Tapir class landing ship 'Saratov (BDK-65)'",1,0,0,0,1,"05/05/2022"
"137","Russia","Project 775 Ropucha class landing ship",0,0,0,1,1,"05/05/2022"
"138","Russia","R-145BM1 command vehicle",1,0,0,0,1,"05/05/2022"
"139","Russia","R-149AKSh-1 command and signals vehicle",3,0,0,0,3,"05/05/2022"
"140","Russia","R-149MA1 command and staff vehicle",11,3,11,1,26,"05/05/2022"
"141","Russia","R-149MA3 command and staff vehicle",5,0,6,2,13,"05/05/2022"
"142","Russia","R-166-0.5 signals vehicle",6,1,4,0,11,"05/05/2022"
"143","Russia","R-330BMV Borisoglebsk-2B",2,0,1,1,4,"05/05/2022"
"144","Russia","R-330ZH Zhitel",1,0,0,0,1,"05/05/2022"
"145","Russia","R-419L1 communications station",0,1,0,0,1,"05/05/2022"
"146","Russia","REM-KL armoured recovery vehicle",2,0,1,0,3,"05/05/2022"
"147","Russia","RKhM-6 Povozka",2,0,0,0,2,"05/05/2022"
"148","Russia","SNAR-10M1 battlefield surveillance radar",0,0,1,0,1,"05/05/2022"
"149","Russia","Su-25 close air support aircraft",8,0,0,1,9,"05/05/2022"
"150","Russia","Su-30SM multirole aircraft",5,0,0,0,5,"05/05/2022"
"151","Russia","Su-34 strike aircraft",9,0,0,0,9,"05/05/2022"
"152","Russia","Su-35S multirole aircraft",1,0,0,0,1,"05/05/2022"
"153","Russia","T-64A",0,0,1,0,1,"05/05/2022"
"154","Russia","T-64BV",9,0,4,3,16,"05/05/2022"
"155","Russia","T-72A",6,0,8,0,14,"05/05/2022"
"156","Russia","T-72AV",4,0,3,1,8,"05/05/2022"
"157","Russia","T-72B",50,4,42,6,102,"05/05/2022"
"158","Russia","T-72B Obr. 1989",24,4,17,4,49,"05/05/2022"
"159","Russia","T-72B3",43,6,41,4,94,"05/05/2022"
"160","Russia","T-72B3 Obr. 2016",40,8,45,3,96,"05/05/2022"
"161","Russia","T-72BA",0,0,3,1,4,"05/05/2022"
"162","Russia","T-80BV",8,5,8,3,24,"05/05/2022"
"163","Russia","T-80BVM",5,1,14,0,20,"05/05/2022"
"164","Russia","T-80U",26,15,22,2,65,"05/05/2022"
"165","Russia","T-80UE-1",1,0,4,0,5,"05/05/2022"
"166","Russia","T-80UK",1,1,1,0,3,"05/05/2022"
"167","Russia","T-80UM2",1,0,0,0,1,"05/05/2022"
"168","Russia","T-90A",8,4,8,0,20,"05/05/2022"
"169","Russia","T-90M",1,0,0,0,1,"05/05/2022"
"170","Russia","TMM-3 bridge layer",4,3,15,4,26,"05/05/2022"
"171","Russia","TZ-500 tanker",1,0,0,0,1,"05/05/2022"
"172","Russia","TZM-T reloader vehicle (for TOS-1A)",2,2,4,0,8,"05/05/2022"
"173","Russia","Takhion reconnaissance UAV",0,0,2,0,2,"05/05/2022"
"174","Russia","Torn(-MDM)",0,0,1,0,1,"05/05/2022"
"175","Russia","UAZ Patriot",1,1,0,1,3,"05/05/2022"
"176","Russia","UAZ-23632",0,0,3,0,3,"05/05/2022"
"177","Russia","UAZ-452",5,0,1,0,6,"05/05/2022"
"178","Russia","UAZ-469",2,1,2,0,5,"05/05/2022"
"179","Russia","UR-67 mine clearing charge on BTR-D APC",0,0,1,0,1,"05/05/2022"
"180","Russia","UR-77 'Meteorit' mine clearing vehicle",4,2,7,0,13,"05/05/2022"
"181","Russia","Unknown AFV",47,2,1,2,52,"05/05/2022"
"182","Russia","Unknown BMP-1/2",9,1,0,2,12,"05/05/2022"
"183","Russia","Unknown BTR-80/BTR-82A",15,3,0,1,19,"05/05/2022"
"184","Russia","Unknown BTR-D/BMD-2",17,0,1,0,18,"05/05/2022"
"185","Russia","Unknown Buk SAM system",2,0,0,0,2,"05/05/2022"
"186","Russia","Unknown Mi-24/35 attack helicopter",0,0,0,1,1,"05/05/2022"
"187","Russia","Unknown SPG",0,0,0,1,1,"05/05/2022"
"188","Russia","Unknown aircraft",1,0,0,0,1,"05/05/2022"
"189","Russia","Unknown communications station",1,0,0,0,1,"05/05/2022"
"190","Russia","Unknown communications station based on the KamAZ 6x6",0,0,1,1,2,"05/05/2022"
"191","Russia","Unknown helicopter",1,0,0,0,1,"05/05/2022"
"192","Russia","Unknown tank",76,1,3,9,89,"05/05/2022"
"193","Russia","Ural Federal",5,3,2,0,10,"05/05/2022"
"194","Russia","Ural-375D",2,0,0,0,2,"05/05/2022"
"195","Russia","Ural-4320",64,15,58,2,139,"05/05/2022"
"196","Russia","Ural-4320 KET-L",0,0,1,1,2,"05/05/2022"
"197","Russia","Ural-4320 KT-L",1,0,2,0,3,"05/05/2022"
"198","Russia","Ural-4320 recovery vehicle",1,0,0,0,1,"05/05/2022"
"199","Russia","Ural-4320 tanker",24,1,30,1,56,"05/05/2022"
"200","Russia","Ural-4320 with crane",1,0,0,0,1,"05/05/2022"
"201","Russia","Ural-4320 with excavator",1,0,0,0,1,"05/05/2022"
"202","Russia","Ural-43206",16,3,13,1,33,"05/05/2022"
"203","Russia","Ural-5323",0,0,1,0,1,"05/05/2022"
"204","Russia","Ural-542301 tank transporter",0,1,1,0,2,"05/05/2022"
"205","Russia","Ural-63704-0010 Tornado-U",0,1,2,0,3,"05/05/2022"
"206","Russia","Vityaz DT-30 articulated tracked carrier",1,0,2,1,4,"05/05/2022"
"207","Russia","ZALA 421-16<U+0415>2 reconnaissance UAV",0,0,1,0,1,"05/05/2022"
"208","Russia","ZALA Aero KUB-BLA loitering munition",7,0,0,0,7,"05/05/2022"
"209","Russia","ZSU-23-4 'Shilka'",0,0,4,1,5,"05/05/2022"
"210","Russia","ZiL-131",4,2,1,1,8,"05/05/2022"
"211","Ukraine","100mm MT-12 anti-tank gun",1,1,2,0,4,"05/05/2022"
"212","Ukraine","120mm BTR-3M2",1,0,1,0,2,"05/05/2022"
"213","Ukraine","122mm 2S1 Gvozdika",6,1,9,1,17,"05/05/2022"
"214","Ukraine","122mm BM-21 'Grad'",9,0,2,0,11,"05/05/2022"
"215","Ukraine","122mm D-30 howitzer",1,0,0,0,1,"05/05/2022"
"216","Ukraine","152mm 2A36 Giatsint-B field-gun",0,1,0,0,1,"05/05/2022"
"217","Ukraine","152mm 2A65 Msta-B howitzer",0,2,1,0,3,"05/05/2022"
"218","Ukraine","152mm 2S19 Msta-S",0,0,0,2,2,"05/05/2022"
"219","Ukraine","152mm 2S3 Akatsiya",0,0,3,0,3,"05/05/2022"
"220","Ukraine","152mm 2S5 Giatsint-S",0,0,1,0,1,"05/05/2022"
"221","Ukraine","1L22 'Parol'",1,0,1,1,3,"05/05/2022"
"222","Ukraine","1V14 battery command and forward observer vehicle",0,0,1,0,1,"05/05/2022"
"223","Ukraine","1V15 battery command and forward observer vehicle",0,0,1,0,1,"05/05/2022"
"224","Ukraine","1V18 'Klyon-1' artillery command and forward observer vehicle",0,0,1,0,1,"05/05/2022"
"225","Ukraine","203mm 2S7 Pion",1,0,1,1,3,"05/05/2022"
"226","Ukraine","220mm BM-27 'Uragan'",1,0,2,0,3,"05/05/2022"
"227","Ukraine","23mm ZU-23",0,0,3,0,3,"05/05/2022"
"228","Ukraine","36D6 'Tin Shield'",2,1,0,0,3,"05/05/2022"
"229","Ukraine","5N63-1 'Flap Lid A' on 40V6M mast (for S-300PT)",0,0,1,0,1,"05/05/2022"
"230","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",3,0,0,0,3,"05/05/2022"
"231","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",0,0,1,0,1,"05/05/2022"
"232","Ukraine","5P851A (launcher for S-300PT)",12,0,0,0,12,"05/05/2022"
"233","Ukraine","5P85D (launcher for S-300PS)",1,0,1,0,2,"05/05/2022"
"234","Ukraine","5P85D/S (launcher for S-300PS)",2,0,0,0,2,"05/05/2022"
"235","Ukraine","5P85S (launcher for S-300PS)",4,0,1,0,5,"05/05/2022"
"236","Ukraine","9A310M1 TELAR (for Buk-M1)",2,0,0,0,2,"05/05/2022"
"237","Ukraine","9A39M1 TEL (for Buk-M1)",1,0,0,0,1,"05/05/2022"
"238","Ukraine","9K33 Osa",10,0,3,0,13,"05/05/2022"
"239","Ukraine","9K35 Strela-10",1,1,1,1,4,"05/05/2022"
"240","Ukraine","9P148 Konkurs ATGM carrier",4,0,2,0,6,"05/05/2022"
"241","Ukraine","9P149 Shturm-S ATGM carrier",0,0,1,1,2,"05/05/2022"
"242","Ukraine","9T217 transloader (for 9K33 Osa)",1,0,0,0,1,"05/05/2022"
"243","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",2,0,0,0,2,"05/05/2022"
"244","Ukraine","A1-SM Fury reconnaissance UAV",2,0,0,0,2,"05/05/2022"
"245","Ukraine","AN/TPQ-36 lightweight counter mortar radar",0,0,0,1,1,"05/05/2022"
"246","Ukraine","AN/TPQ-49 lightweight counter mortar radar",0,0,1,0,1,"05/05/2022"
"247","Ukraine","AT105A 'Saxon'",0,0,4,0,4,"05/05/2022"
"248","Ukraine","An-26 transport aircraft",2,0,0,0,2,"05/05/2022"
"249","Ukraine","Armed pickup truck",3,0,0,0,3,"05/05/2022"
"250","Ukraine","Armed tactical buggy",1,0,0,0,1,"05/05/2022"
"251","Ukraine","BAT-2 heavy engineering vehicle",0,0,1,0,1,"05/05/2022"
"252","Ukraine","BMD-2",0,0,1,0,1,"05/05/2022"
"253","Ukraine","BMK-150 towing and motor boat",0,0,1,0,1,"05/05/2022"
"254","Ukraine","BMP-1(P)",27,7,10,1,45,"05/05/2022"
"255","Ukraine","BMP-1KSh",1,0,0,0,1,"05/05/2022"
"256","Ukraine","BMP-1TS",1,0,0,0,1,"05/05/2022"
"257","Ukraine","BMP-1U 'Shkval'",0,0,1,0,1,"05/05/2022"
"258","Ukraine","BMP-2",6,1,1,1,9,"05/05/2022"
"259","Ukraine","BRDM-2",12,1,23,0,36,"05/05/2022"
"260","Ukraine","BREM-1 ARV",0,0,1,0,1,"05/05/2022"
"261","Ukraine","BRM-1K",0,0,5,1,6,"05/05/2022"
"262","Ukraine","BSEM-4K",1,0,0,0,1,"05/05/2022"
"263","Ukraine","BTR-3",8,0,5,1,14,"05/05/2022"
"264","Ukraine","BTR-4",11,2,20,1,34,"05/05/2022"
"265","Ukraine","BTR-60",0,0,4,0,4,"05/05/2022"
"266","Ukraine","BTR-70",2,1,11,1,15,"05/05/2022"
"267","Ukraine","BTR-80",9,0,18,1,28,"05/05/2022"
"268","Ukraine","BTR-D",1,0,1,0,2,"05/05/2022"
"269","Ukraine","BTS-4 ARV",0,0,2,0,2,"05/05/2022"
"270","Ukraine","BTS-4 ARV with ZU-23 AA gun",0,0,1,0,1,"05/05/2022"
"271","Ukraine","Bayraktar TB2 UCAV",7,0,0,0,7,"05/05/2022"
"272","Ukraine","Bogdan-63172",11,2,2,1,16,"05/05/2022"
"273","Ukraine","GAZ-3308",0,0,1,0,1,"05/05/2022"
"274","Ukraine","GAZ-66",17,3,23,3,46,"05/05/2022"
"275","Ukraine","GT-MU AFV converted to APC",0,0,1,0,1,"05/05/2022"
"276","Ukraine","Gyurza-M class gunboat",0,0,3,0,3,"05/05/2022"
"277","Ukraine","HMMWV",8,0,11,2,21,"05/05/2022"
"278","Ukraine","HMMWV Ambulance",0,0,5,3,8,"05/05/2022"
"279","Ukraine","IMR-2 combat engineering vehicle",0,0,1,0,1,"05/05/2022"
"280","Ukraine","Il-76 transport aircraft",1,0,0,0,1,"05/05/2022"
"281","Ukraine","Island class patrol boat P190 Slovyansk",1,0,0,0,1,"05/05/2022"
"282","Ukraine","K1Sh1 command and staff vehicle",0,0,1,0,1,"05/05/2022"
"283","Ukraine","KamAZ",2,0,4,1,7,"05/05/2022"
"284","Ukraine","Kozak-2",7,1,11,1,20,"05/05/2022"
"285","Ukraine","Kozak-2M1",0,0,2,0,2,"05/05/2022"
"286","Ukraine","KrAZ Cobra",2,0,2,0,4,"05/05/2022"
"287","Ukraine","KrAZ Cougar",1,0,1,0,2,"05/05/2022"
"288","Ukraine","KrAZ Spartan",5,0,0,0,5,"05/05/2022"
"289","Ukraine","KrAZ-255B",0,0,4,0,4,"05/05/2022"
"290","Ukraine","KrAZ-255B with excavator",0,0,1,0,1,"05/05/2022"
"291","Ukraine","KrAZ-260",1,0,2,0,3,"05/05/2022"
"292","Ukraine","KrAZ-5233",2,0,5,0,7,"05/05/2022"
"293","Ukraine","KrAZ-6322",1,0,10,1,12,"05/05/2022"
"294","Ukraine","KrAZ-MPV Shrek One",0,0,1,0,1,"05/05/2022"
"295","Ukraine","Krivak III class frigate 'Hetman Sahaydachniy'",1,0,0,0,1,"05/05/2022"
"296","Ukraine","Leleka-100 reconnaissance UAV",1,0,2,0,3,"05/05/2022"
"297","Ukraine","MAZ-537",1,0,1,0,2,"05/05/2022"
"298","Ukraine","MDK-3 trench-digging vehicle",0,0,1,0,1,"05/05/2022"
"299","Ukraine","MT-LB",2,1,2,0,5,"05/05/2022"
"300","Ukraine","MT-LB Ambulance",0,1,0,0,1,"05/05/2022"
"301","Ukraine","MT-LB with ZU-23 AA gun",1,0,2,0,3,"05/05/2022"
"302","Ukraine","MT-LBu",2,1,2,1,6,"05/05/2022"
"303","Ukraine","Mi-2 transport helicopter",0,0,1,0,1,"05/05/2022"
"304","Ukraine","Mi-24 attack helicopter",1,0,0,0,1,"05/05/2022"
"305","Ukraine","Mi-8 transport helicopter",3,0,0,0,3,"05/05/2022"
"306","Ukraine","MiG-29 fighter aircraft",5,0,0,0,5,"05/05/2022"
"307","Ukraine","Novator",2,0,3,1,6,"05/05/2022"
"308","Ukraine","P-14 'Tall King'",0,0,0,1,1,"05/05/2022"
"309","Ukraine","P-18 'Malakhit'",0,0,1,0,1,"05/05/2022"
"310","Ukraine","P-18 'Spoon Rest D'",0,0,1,0,1,"05/05/2022"
"311","Ukraine","P-19 'Flat Face B'",1,0,0,0,1,"05/05/2022"
"312","Ukraine","P-35/37 'Bar Lock'",1,0,0,0,1,"05/05/2022"
"313","Ukraine","PRV-11 'Side Net'",0,0,1,0,1,"05/05/2022"
"314","Ukraine","PRV-13 'Odd Pair'",1,0,0,0,1,"05/05/2022"
"315","Ukraine","Pr.304 Amur Class command ship 'Donbas' ''U-500''",1,0,0,0,1,"05/05/2022"
"316","Ukraine","R-145BM1 command vehicle",0,0,1,0,1,"05/05/2022"
"317","Ukraine","R-410-7,5 tropospheric radio relay communication station",1,0,0,0,1,"05/05/2022"
"318","Ukraine","RKhM 'Kashalot'",1,0,1,0,2,"05/05/2022"
"319","Ukraine","SNAR-10 battlefield surveillance radar",0,0,1,0,1,"05/05/2022"
"320","Ukraine","Small patrol boats (Sea Guard)",0,0,7,1,8,"05/05/2022"
"321","Ukraine","Sorum class seagoing tugboat 'Korets' ''A830 or P186''",0,0,1,0,1,"05/05/2022"
"322","Ukraine","Stenka class patrol boat (Operated by the Sea Guard)",1,0,0,0,1,"05/05/2022"
"323","Ukraine","Su-24 strike aircraft",3,0,0,0,3,"05/05/2022"
"324","Ukraine","Su-25 attack aircraft",4,0,0,1,5,"05/05/2022"
"325","Ukraine","Su-27 fighter aircraft",3,0,0,0,3,"05/05/2022"
"326","Ukraine","Su-27/MiG-29 fighter aircraft",1,0,0,0,1,"05/05/2022"
"327","Ukraine","T-64B1M",0,0,1,0,1,"05/05/2022"
"328","Ukraine","T-64BM 'Bulat'",1,0,1,0,2,"05/05/2022"
"329","Ukraine","T-64BM2 'Bulat'",1,0,0,0,1,"05/05/2022"
"330","Ukraine","T-64BV",40,6,51,4,101,"05/05/2022"
"331","Ukraine","T-72 'Ural'",0,0,0,1,1,"05/05/2022"
"332","Ukraine","T-72AMT",4,0,3,0,7,"05/05/2022"
"333","Ukraine","T-72AV",3,0,0,0,3,"05/05/2022"
"334","Ukraine","T-72B",2,0,4,0,6,"05/05/2022"
"335","Ukraine","T-80BV",1,1,4,2,8,"05/05/2022"
"336","Ukraine","TMM-3M1 bridge layer",0,0,1,0,1,"05/05/2022"
"337","Ukraine","Triton",0,0,2,0,2,"05/05/2022"
"338","Ukraine","Tu-141 reconnaissance UAV (likely used as unmanned bait in order for Russia to reveal the location of air defence systems)",4,0,0,0,4,"05/05/2022"
"339","Ukraine","Tu-143 reconnaissance UAV (likely used as unmanned bait in order for Russia to reveal the location of air defence systems)",1,0,0,0,1,"05/05/2022"
"340","Ukraine","UAZ-452",0,0,2,0,2,"05/05/2022"
"341","Ukraine","UAZ-469",2,0,4,0,6,"05/05/2022"
"342","Ukraine","UJ-22 reconnaissance UAV",1,0,0,0,1,"05/05/2022"
