"","country","system","captured","damaged","destroyed","abandoned","total","Date"
"321","Russia","P-18T surveillance radar",0,1,1,0,2,"05/24/2026"
"322","Russia","P-230T command vehicle",0,0,3,0,3,"05/24/2026"
"323","Russia","P-240 digital communications vehicle",0,0,1,0,1,"05/24/2026"
"324","Russia","P-260-U signals vehicle (for Redut-2US signal and communications system)",1,0,1,0,2,"05/24/2026"
"325","Russia","PAK-200(M) mobile field kitchen based on KamAZ 6x6",1,0,3,0,4,"05/24/2026"
"326","Russia","PAK-200(M) mobile field kitchen based on Ural-4320",0,0,1,0,1,"05/24/2026"
"327","Russia","PBU-100 mobile drilling rig",0,0,1,0,1,"05/24/2026"
"328","Russia","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",1,0,1,0,2,"05/24/2026"
"329","Russia","PRP-4A Argus artillery reconnaissance vehicle",1,0,0,0,1,"05/24/2026"
"330","Russia","PTS-2 tracked amphibious transport",4,1,8,4,17,"05/24/2026"
"331","Russia","PZM-2 trench-digging vehicle",1,0,1,0,2,"05/24/2026"
"332","Russia","Palantin EW system",0,0,4,0,4,"05/24/2026"
"333","Russia","Pantsir-S1",2,5,38,1,46,"05/24/2026"
"334","Russia","Plastun-SN",0,0,1,0,1,"05/24/2026"
"335","Russia","Pongae M-2020",0,1,0,0,1,"05/24/2026"
"336","Russia","Predel coastal defence radar",0,0,1,0,1,"05/24/2026"
"337","Russia","Project 02510 BK-16E high-speed assault boat",0,0,3,0,3,"05/24/2026"
"338","Russia","Project 03160 Raptor-class patrol boat",0,2,3,0,5,"05/24/2026"
"339","Russia","Project 1164 Slava-class guided missile cruiser",0,0,1,0,1,"05/24/2026"
"340","Russia","Project 1171 Tapir-class landing ship",0,0,1,0,1,"05/24/2026"
"341","Russia","Project 1176 Ondatra-class landing craft",0,1,0,0,1,"05/24/2026"
"342","Russia","Project 11770 Serna-class landing craft",0,1,1,0,2,"05/24/2026"
"343","Russia","Project 12200 'Sobol' class patrol boat",0,0,1,0,1,"05/24/2026"
"344","Russia","Project 12411 Tarantul-III-class corvette",0,0,1,0,1,"05/24/2026"
"345","Russia","Project 18280 'Yuri Ivanov' class reconnaissance ship",0,1,0,0,1,"05/24/2026"
"346","Russia","Project 22160 large patrol boat",0,0,1,0,1,"05/24/2026"
"347","Russia","Project 22800 Karakurt-class corvette",0,0,2,0,2,"05/24/2026"
"348","Russia","Project 22870 rescue tug",0,0,1,0,1,"05/24/2026"
"349","Russia","Project 23550 'Arktika' patrol ship",0,1,0,0,1,"05/24/2026"
"350","Russia","Project 266M Natya-class minesweeper",0,1,0,0,1,"05/24/2026"
"351","Russia","Project 636.3 Improved Kilo-class submarine",0,2,0,0,2,"05/24/2026"
"352","Russia","Project 640 small patrol boat",0,0,1,0,1,"05/24/2026"
"353","Russia","Project 775 Ropucha-class landing ship",0,1,2,0,3,"05/24/2026"
"354","Russia","Project KS-701 'Tunets' coast guard patrol boat",0,0,3,0,3,"05/24/2026"
"355","Russia","R-142NSA command and signals vehicle",0,0,2,0,2,"05/24/2026"
"356","Russia","R-145BM command vehicle",1,0,1,0,2,"05/24/2026"
"357","Russia","R-145BM1 command vehicle",1,0,8,0,9,"05/24/2026"
"358","Russia","R-145BMA command vehicle",1,0,2,0,3,"05/24/2026"
"359","Russia","R-149AKSh-1 command and signals vehicle",1,2,19,0,22,"05/24/2026"
"360","Russia","R-149BMRg command and signals vehicle",1,0,3,0,4,"05/24/2026"
"361","Russia","R-149MA1 command and staff vehicle",29,7,55,4,95,"05/24/2026"
"362","Russia","R-149MA3 command and staff vehicle",23,4,18,0,45,"05/24/2026"
"363","Russia","R-161 signals vehicle",0,0,1,0,1,"05/24/2026"
"364","Russia","R-166-0.5 signals vehicle",6,0,18,0,24,"05/24/2026"
"365","Russia","R-325BMV jamming station",0,0,1,0,1,"05/24/2026"
"366","Russia","R-330BMV and R-394BMV Borisoglebsk-2B",1,2,7,0,10,"05/24/2026"
"367","Russia","R-330BMV jamming station (for Borisoglebsk-2)",2,0,10,0,12,"05/24/2026"
"368","Russia","R-330M1P Diabazol",0,0,1,0,1,"05/24/2026"
"369","Russia","R-330ZH Zhitel",0,5,18,0,23,"05/24/2026"
"370","Russia","R-381T2M radio monitoring station from a modernised R-381TM Taran-M automatic signals intelligence complex",1,0,4,0,5,"05/24/2026"
"371","Russia","R-410-7.5 tropospheric radio relay communication station",0,0,1,0,1,"05/24/2026"
"372","Russia","R-412A 'Torf' tropospheric communication station",0,0,1,0,1,"05/24/2026"
"373","Russia","R-412AM 'Rezoner' tropospheric communication station",0,0,1,0,1,"05/24/2026"
"374","Russia","R-416GM radio relay station",0,1,0,0,1,"05/24/2026"
"375","Russia","R-417(S) 'Baget(-S)' tropospheric radio relay station",0,0,1,0,1,"05/24/2026"
"376","Russia","R-419L1 communications station",0,0,3,0,3,"05/24/2026"
"377","Russia","R-431AM antenna module for the Redut-2US communications system",0,0,3,0,3,"05/24/2026"
"378","Russia","R-439-MD2 SatCom Station",0,0,2,0,2,"05/24/2026"
"379","Russia","R-441 SatCom station",0,0,1,0,1,"05/24/2026"
"380","Russia","R-934B 'Sinitsa' automated jamming station",0,2,8,0,10,"05/24/2026"
"381","Russia","R-934UM",0,0,1,0,1,"05/24/2026"
"382","Russia","RB-109A Bylina EW system",0,0,1,0,1,"05/24/2026"
"383","Russia","RB-636 Svet-KU EW system",1,1,0,0,2,"05/24/2026"
"384","Russia","RB-636AM2 Svet-KU EW system",0,1,2,0,3,"05/24/2026"
"385","Russia","REM-KL recovery vehicle",1,1,15,0,17,"05/24/2026"
"386","Russia","RIDA 'Buran 10' SpN",0,0,1,0,1,"05/24/2026"
"387","Russia","RIDA 'Buran ASV'",1,1,2,1,5,"05/24/2026"
"388","Russia","RKhM-4 CBRN reconnaissance vehicle",0,0,2,0,2,"05/24/2026"
"389","Russia","RKhM-6 Povozka CBRN reconnaissance vehicle",1,0,10,0,11,"05/24/2026"
"390","Russia","RLK-MC-A (ROSC-1) counter-UAV system",0,0,2,0,2,"05/24/2026"
"391","Russia","RP-377LA Lorandit",0,0,2,0,2,"05/24/2026"
"392","Russia","Remdiesel Z-STS Akhmat",1,5,79,4,89,"05/24/2026"
"393","Russia","Repeynik portable counter-UAS radar",0,0,1,0,1,"05/24/2026"
"394","Russia","River link pontoon (for PMP(-M) floating bridge system)",5,20,21,2,48,"05/24/2026"
"395","Russia","River link pontoon (for PP-2005 floating bridge system)",1,2,8,0,11,"05/24/2026"
"396","Russia","River link pontoon (for PP/91-2005 floating bridge system)",9,1,17,0,27,"05/24/2026"
"397","Russia","River link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",0,0,3,0,3,"05/24/2026"
"398","Russia","River link pontoon (for unknown floating bridge system)",9,4,3,0,16,"05/24/2026"
"399","Russia","SA-14RM/SM encryption command post based on KamAZ 6x6",1,0,0,0,1,"05/24/2026"
"400","Russia","SNAR-10M1 battlefield surveillance radar",1,2,2,0,5,"05/24/2026"
"401","Russia","STS 'Sarmat-3' with 'Repeynik' surveillance radar",0,0,1,0,1,"05/24/2026"
"402","Russia","STS Sarmat-2",0,0,2,0,2,"05/24/2026"
"403","Russia","STS Sarmat-3",0,2,2,0,4,"05/24/2026"
"404","Russia","Sapfir anti-drone system",0,0,1,0,1,"05/24/2026"
"405","Russia","Silok-01 counter-UAV system",1,1,3,0,5,"05/24/2026"
"406","Russia","Sobolyatnik 1L277 portable ground reconnaissance radar",0,0,1,0,1,"05/24/2026"
"407","Russia","Stenka-class patrol boat",0,1,0,0,1,"05/24/2026"
"408","Russia","Strizh-3 counter-UAV system",0,0,1,0,1,"05/24/2026"
"409","Russia","Su-24M strike aircraft",0,0,3,0,3,"05/24/2026"
"410","Russia","Su-24M/MR strike/tactical reconnaissance aircraft",0,4,4,0,8,"05/24/2026"
"411","Russia","Su-24MR tactical reconnaissance aircraft",0,0,1,0,1,"05/24/2026"
"412","Russia","Su-25 close air support aircraft",0,4,37,0,41,"05/24/2026"
"413","Russia","Su-27 strike aircraft",0,1,2,0,3,"05/24/2026"
"414","Russia","Su-30SM multirole aircraft",0,5,14,0,19,"05/24/2026"
"415","Russia","Su-34 strike aircraft",0,4,34,0,38,"05/24/2026"
"416","Russia","Su-34M strike aircraft",0,0,1,0,1,"05/24/2026"
"417","Russia","Su-35S multirole aircraft",0,0,8,0,8,"05/24/2026"
"418","Russia","Su-57 Stealth multirole fighter",0,1,0,0,1,"05/24/2026"
"419","Russia","Sukhoi S-70 Okhotnik-B",0,0,1,0,1,"05/24/2026"
"420","Russia","Support vehicle (for 'Torn(-MDM)' signals intelligence system)",1,0,0,0,1,"05/24/2026"
"421","Russia","T-43 class training vessel",0,0,1,0,1,"05/24/2026"
"422","Russia","T-54-3M",0,1,1,1,3,"05/24/2026"
"423","Russia","T-54B",0,0,3,0,3,"05/24/2026"
"424","Russia","T-55A",0,1,10,0,11,"05/24/2026"
"425","Russia","T-55A Obr. 1974",0,0,1,0,1,"05/24/2026"
"426","Russia","T-55A Obr. 1981",0,0,1,0,1,"05/24/2026"
"427","Russia","T-62 Obr. 1967",1,0,6,0,7,"05/24/2026"
"428","Russia","T-62 Obr. 1972",0,0,1,1,2,"05/24/2026"
"429","Russia","T-62 Obr. 1975",0,0,2,0,2,"05/24/2026"
"430","Russia","T-62M",34,19,98,8,159,"05/24/2026"
"431","Russia","T-62M Obr. 2022",1,4,59,3,67,"05/24/2026"
"432","Russia","T-62MV",9,4,27,3,43,"05/24/2026"
"433","Russia","T-62MV Obr. 2022",0,2,9,1,12,"05/24/2026"
"434","Russia","T-64A",0,1,2,0,3,"05/24/2026"
"435","Russia","T-64BV",4,16,75,6,101,"05/24/2026"
"436","Russia","T-64BVK",0,0,3,0,3,"05/24/2026"
"437","Russia","T-72 'Ural'",0,0,5,1,6,"05/24/2026"
"438","Russia","T-72 hull with 213mm RBU-6000 MRLS",0,0,1,0,1,"05/24/2026"
"439","Russia","T-72A",10,7,31,7,55,"05/24/2026"
"440","Russia","T-72AV",4,3,22,2,31,"05/24/2026"
"441","Russia","T-72B",65,24,259,26,374,"05/24/2026"
"442","Russia","T-72B Obr. 1989",21,15,79,12,127,"05/24/2026"
"443","Russia","T-72B3",76,49,248,21,394,"05/24/2026"
"444","Russia","T-72B3 Obr. 2014",2,0,3,0,5,"05/24/2026"
"445","Russia","T-72B3 Obr. 2016",102,23,172,11,308,"05/24/2026"
"446","Russia","T-72B3 Obr. 2022",6,13,99,10,128,"05/24/2026"
"447","Russia","T-72B3 Obr. 2025",0,3,6,3,12,"05/24/2026"
"448","Russia","T-72BA",16,2,14,0,32,"05/24/2026"
"449","Russia","T-80B",0,0,4,0,4,"05/24/2026"
"450","Russia","T-80BV",70,82,527,71,750,"05/24/2026"
"451","Russia","T-80BV Obr. 2022",0,11,132,13,156,"05/24/2026"
"452","Russia","T-80BVK",1,1,3,0,5,"05/24/2026"
"453","Russia","T-80BVM",32,21,101,11,165,"05/24/2026"
"454","Russia","T-80BVM Obr. 2022",6,11,95,11,123,"05/24/2026"
"455","Russia","T-80U",43,7,49,9,108,"05/24/2026"
"456","Russia","T-80UE-1",4,0,4,0,8,"05/24/2026"
"457","Russia","T-80UK",1,0,1,1,3,"05/24/2026"
"458","Russia","T-80UM2",0,0,1,0,1,"05/24/2026"
"459","Russia","T-90A",10,2,33,4,49,"05/24/2026"
"460","Russia","T-90AK",2,0,1,0,3,"05/24/2026"
"461","Russia","T-90M",7,41,102,28,178,"05/24/2026"
"462","Russia","T-90S",1,1,9,1,12,"05/24/2026"
"463","Russia","TDA-2K mobile smoke generator",0,0,1,0,1,"05/24/2026"
"464","Russia","TDA-3 mobile smoke generator",1,0,3,0,4,"05/24/2026"
"465","Russia","TDM-2K mobile smoke generator",0,0,1,0,1,"05/24/2026"
"466","Russia","TMM-3 bridge layer",15,5,15,1,36,"05/24/2026"
"467","Russia","TOS-2 'Tosochka'",0,1,1,0,2,"05/24/2026"
"468","Russia","TS-3132 'Gusar'",1,0,4,0,5,"05/24/2026"
"469","Russia","TZM 9T234-2 transporter-loader (for BM-30 Smerch)",0,0,3,0,3,"05/24/2026"
"470","Russia","TZM-T reloader vehicle (for TOS-1A)",4,0,5,1,10,"05/24/2026"
"471","Russia","Transitional link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",1,0,1,0,2,"05/24/2026"
"472","Russia","Tu-22M3 strategic bomber",0,3,8,0,11,"05/24/2026"
"473","Russia","Tu-95MS strategic bomber",0,3,7,0,10,"05/24/2026"
"474","Russia","UR-67 mine clearing charge on BTR-D APC",1,0,0,0,1,"05/24/2026"
"475","Russia","UR-77 'Meteorit' mine clearing vehicle",18,0,17,1,36,"05/24/2026"
"476","Russia","Unknown AFV",1,21,330,24,376,"05/24/2026"
"477","Russia","Unknown BMP-1/2",0,20,313,25,358,"05/24/2026"
"478","Russia","Unknown BMP-1/2 675-sb3KDZ",0,2,11,2,15,"05/24/2026"
"479","Russia","Unknown BMP-3 or BMD-4M",0,0,4,0,4,"05/24/2026"
"480","Russia","Unknown BTR-70/80",0,0,3,0,3,"05/24/2026"
"481","Russia","Unknown BTR-80/82",0,9,82,8,99,"05/24/2026"
"482","Russia","Unknown BTR-D/BMD-2",0,0,12,0,12,"05/24/2026"
"483","Russia","Unknown Buk M1-2/M2/M3 TEL(AR)",0,6,18,0,24,"05/24/2026"
"484","Russia","Unknown EW system",0,0,3,0,3,"05/24/2026"
"485","Russia","Unknown IMV",0,0,4,0,4,"05/24/2026"
"486","Russia","Unknown MRLS",0,0,4,0,4,"05/24/2026"
"487","Russia","Unknown SAM system",0,0,1,0,1,"05/24/2026"
"488","Russia","Unknown SPG",0,3,19,0,22,"05/24/2026"
"489","Russia","Unknown T-54/55",0,2,6,2,10,"05/24/2026"
"490","Russia","Unknown T-62",0,3,51,5,59,"05/24/2026"
"491","Russia","Unknown T-64",0,0,1,0,1,"05/24/2026"
"492","Russia","Unknown T-72",2,20,178,14,214,"05/24/2026"
"493","Russia","Unknown T-80",1,7,42,7,57,"05/24/2026"
"494","Russia","Unknown Tor TLAR",0,4,3,0,7,"05/24/2026"
"495","Russia","Unknown UAV control station",0,0,1,0,1,"05/24/2026"
"496","Russia","Unknown artillery command vehicle based on MT-LBu",1,0,0,0,1,"05/24/2026"
"497","Russia","Unknown command vehicle based on AMN-233114 'Tigr-M'",0,0,4,0,4,"05/24/2026"
"498","Russia","Unknown communications or EW station",0,0,5,0,5,"05/24/2026"
"499","Russia","Unknown communications station based on the KamAZ 6x6",0,0,6,0,6,"05/24/2026"
"500","Russia","Unknown fighter jet",0,1,2,0,3,"05/24/2026"
"501","Russia","Unknown helicopter",0,0,4,0,4,"05/24/2026"
"502","Russia","Unknown radar",0,0,2,0,2,"05/24/2026"
"503","Russia","Unknown tank",0,62,480,67,609,"05/24/2026"
"504","Russia","Unknown towed artillery",0,2,16,0,18,"05/24/2026"
"505","Russia","Ural Avtozaks",1,0,7,0,8,"05/24/2026"
"506","Russia","Ural Federal",5,0,15,0,20,"05/24/2026"
"507","Russia","Ural-375D",0,0,5,0,5,"05/24/2026"
"508","Russia","Ural-375D tanker",1,0,1,0,2,"05/24/2026"
"509","Russia","Ural-375D with 8T210 crane",1,0,0,0,1,"05/24/2026"
"510","Russia","Ural-4320",149,45,1109,16,1319,"05/24/2026"
"511","Russia","Ural-4320 (for PMP floating bridge system)",1,0,4,1,6,"05/24/2026"
"512","Russia","Ural-4320 KET-L recovery vehicle",2,0,2,0,4,"05/24/2026"
"513","Russia","Ural-4320 KT-L recovery vehicle",2,0,5,0,7,"05/24/2026"
"514","Russia","Ural-4320 tanker",66,3,116,1,186,"05/24/2026"
"515","Russia","Ural-4320 with 213mm RBU-6000 MRLS",0,0,4,0,4,"05/24/2026"
"516","Russia","Ural-4320 with 23mm ZU-23-2",1,0,14,0,15,"05/24/2026"
"517","Russia","Ural-4320 with 57mm AZP S-60",0,1,17,0,18,"05/24/2026"
"518","Russia","Ural-4320 with KS-3574M3 or KS-3574M crane",1,0,3,0,4,"05/24/2026"
"519","Russia","Ural-4320-7810 Motovoz-M",0,0,5,0,5,"05/24/2026"
"520","Russia","Ural-43206",34,9,148,3,194,"05/24/2026"
"521","Russia","Ural-43206 with 23mm ZU-23-2",0,0,2,0,2,"05/24/2026"
"522","Russia","Ural-43ATS20 DKZ",2,0,4,0,6,"05/24/2026"
"523","Russia","Ural-5323",2,0,4,0,6,"05/24/2026"
"524","Russia","Ural-532301 with armoured cabin",0,0,1,0,1,"05/24/2026"
"525","Russia","Ural-55571 dump truck",0,0,2,0,2,"05/24/2026"
"526","Russia","Ural-6370-0121-30",0,0,1,0,1,"05/24/2026"
"527","Russia","Ural-VV",1,0,5,0,6,"05/24/2026"
"528","Russia","VPK-233136 SBM 'Tigr'",2,1,3,0,6,"05/24/2026"
"529","Russia","VTS 'Ladoga' heavy command, staff and reconnaissance vehicle",0,0,1,0,1,"05/24/2026"
"530","Russia","Vityaz DT-10PM articulated tracked carrier",0,0,2,0,2,"05/24/2026"
"531","Russia","Vityaz DT-30 articulated tracked carrier",3,2,1,0,6,"05/24/2026"
"532","Russia","Yak-130 jet training aircraft",0,0,1,0,1,"05/24/2026"
"533","Russia","ZSA-<U+0422> Armoured Ambulance",0,1,2,0,3,"05/24/2026"
"534","Russia","ZSU-23-4 Shilka",5,1,3,1,10,"05/24/2026"
"535","Russia","ZiL-130",0,0,2,0,2,"05/24/2026"
"536","Russia","ZiL-131",7,4,97,1,109,"05/24/2026"
"537","Russia","ZiL-131 UMZ mine laying vehicle",0,0,2,0,2,"05/24/2026"
"538","Russia","ZiL-131 tanker",1,0,6,0,7,"05/24/2026"
"539","Ukraine","1 Volvo N10",0,0,1,0,1,"05/24/2026"
"540","Ukraine","100mm BS-3 anti-tank gun",2,0,1,0,3,"05/24/2026"
"541","Ukraine","100mm KS-19",0,0,1,0,1,"05/24/2026"
"542","Ukraine","100mm MT-12 anti-tank gun",11,6,13,0,30,"05/24/2026"
"543","Ukraine","105mm L119 howitzer",2,5,3,1,11,"05/24/2026"
"544","Ukraine","105mm M101 howitzer",0,0,1,0,1,"05/24/2026"
"545","Ukraine","105mm OTO Melara Mod 56 pack howitzer",0,0,2,0,2,"05/24/2026"
"546","Ukraine","120mm 2B16 Nona-K gun mortar",0,0,3,0,3,"05/24/2026"
"547","Ukraine","120mm 2S9 Nona-SV",0,1,9,0,10,"05/24/2026"
"548","Ukraine","120mm Alakran",0,0,2,0,2,"05/24/2026"
"549","Ukraine","120mm BRM-1K with 2S9 Nona turret",0,0,2,0,2,"05/24/2026"
"550","Ukraine","120mm BTR-3M2",2,0,1,0,3,"05/24/2026"
"551","Ukraine","120mm Bars-8MMK",0,0,2,0,2,"05/24/2026"
"552","Ukraine","120mm M120K 'Rak'",0,0,2,0,2,"05/24/2026"
"553","Ukraine","120mm <U+041C>1064<U+0410>3",1,1,5,1,8,"05/24/2026"
"554","Ukraine","122mm 2S1 Gvozdika",13,28,306,0,347,"05/24/2026"
"555","Ukraine","122mm 9P138 Grad-1",0,0,1,0,1,"05/24/2026"
"556","Ukraine","122mm APRA-40",0,0,2,0,2,"05/24/2026"
"557","Ukraine","122mm BM-21 Grad",4,14,57,0,75,"05/24/2026"
"558","Ukraine","122mm Bastion-1",0,0,1,0,1,"05/24/2026"
"559","Ukraine","122mm D-30 howitzer",2,7,15,0,24,"05/24/2026"
"560","Ukraine","122mm RAK-12",0,1,1,0,2,"05/24/2026"
"561","Ukraine","122mm RM-70",0,2,3,0,5,"05/24/2026"
"562","Ukraine","130mm M-46 field gun",0,1,0,0,1,"05/24/2026"
"563","Ukraine","14.5mm Viktor MR 2 Mobile Anti-Aircraft Gun",0,0,1,0,1,"05/24/2026"
"564","Ukraine","152mm 2A36 Giatsint-B field-gun",1,3,5,1,10,"05/24/2026"
"565","Ukraine","152mm 2A65 Msta-B howitzer",1,2,4,2,9,"05/24/2026"
"566","Ukraine","152mm 2S19 Msta-S",0,2,2,0,4,"05/24/2026"
"567","Ukraine","152mm 2S3 Akatsiya",5,10,70,0,85,"05/24/2026"
"568","Ukraine","152mm 2S5 Giatsint-S",2,0,3,0,5,"05/24/2026"
"569","Ukraine","152mm D-20 gun-howitzer",1,5,11,0,17,"05/24/2026"
"570","Ukraine","152mm ShKH vz. 77 DANA",0,4,4,0,8,"05/24/2026"
"571","Ukraine","155mm 2P22 Bohdana",0,4,0,0,4,"05/24/2026"
"572","Ukraine","155mm 2S22 'Bohdana' 2.0",0,0,1,0,1,"05/24/2026"
"573","Ukraine","155mm 2S22 'Bohdana' 3.0",0,3,16,0,19,"05/24/2026"
"574","Ukraine","155mm 2S22 'Bohdana' 4.0",0,2,44,0,46,"05/24/2026"
"575","Ukraine","155mm AHS Krab",0,7,37,0,44,"05/24/2026"
"576","Ukraine","155mm AS-90",0,8,20,0,28,"05/24/2026"
"577","Ukraine","155mm Archer Artillery System",0,1,1,0,2,"05/24/2026"
"578","Ukraine","155mm Caesar 6x6",0,3,19,0,22,"05/24/2026"
"579","Ukraine","155mm Caesar 8x8",0,1,3,0,4,"05/24/2026"
"580","Ukraine","155mm FH-70 howitzer",0,3,3,0,6,"05/24/2026"
"581","Ukraine","155mm M109A3/A4/A5/A6/L",0,22,100,0,122,"05/24/2026"
"582","Ukraine","155mm M114 howitzer",0,1,0,0,1,"05/24/2026"
"583","Ukraine","155mm M777A2 howitzer",2,47,53,0,102,"05/24/2026"
"584","Ukraine","155mm Panzerhaubitze 2000",0,1,3,0,4,"05/24/2026"
"585","Ukraine","155mm ShKH Zuzana 2",0,1,4,0,5,"05/24/2026"
"586","Ukraine","155mm TRF1 howitzer",0,2,2,0,4,"05/24/2026"
"587","Ukraine","155mm unknown variant of 2S22 'Bohdana'",0,0,5,0,5,"05/24/2026"
"588","Ukraine","1B44-1 (RPMK-1) radiosonde weather radar",0,0,1,0,1,"05/24/2026"
"589","Ukraine","1L22 'Parol'",2,1,3,0,6,"05/24/2026"
"590","Ukraine","1L220UK Zoopark-3 counter-battery radar",0,1,0,0,1,"05/24/2026"
"591","Ukraine","1RL130 PRV-13 'Nadiozhnost' height-finder radar",0,0,1,0,1,"05/24/2026"
"592","Ukraine","1V13 battery command and forward observer vehicle",0,0,2,0,2,"05/24/2026"
"593","Ukraine","1V14 battery command and forward observer vehicle",1,0,7,0,8,"05/24/2026"
"594","Ukraine","1V15 battery command and forward observer vehicle",2,0,0,0,2,"05/24/2026"
"595","Ukraine","1V16M artillery battalion command and staff vehicle",0,0,2,0,2,"05/24/2026"
"596","Ukraine","1V18 'Klyon-1' artillery command and forward observer vehicle",8,0,0,0,8,"05/24/2026"
"597","Ukraine","203mm 2S7 Pion",2,7,7,0,16,"05/24/2026"
"598","Ukraine","220mm BM-27 Uragan",4,0,6,0,10,"05/24/2026"
"599","Ukraine","220mm Bureviy",0,0,1,0,1,"05/24/2026"
"600","Ukraine","227mm M142 HIMARS",0,4,4,0,8,"05/24/2026"
"601","Ukraine","23mm 23 ItK 61",1,0,0,0,1,"05/24/2026"
"602","Ukraine","23mm ZU-23",6,0,0,0,6,"05/24/2026"
"603","Ukraine","2K22M Tunguska-M",2,3,3,0,8,"05/24/2026"
"604","Ukraine","36D6 'Tin Shield'",1,3,12,0,16,"05/24/2026"
"605","Ukraine","36D6 ST-68U surveillance radar",0,1,12,0,13,"05/24/2026"
"606","Ukraine","40-foot Defiant patrol boat",0,1,0,0,1,"05/24/2026"
"607","Ukraine","57mm Sivalka VM-5",0,0,1,0,1,"05/24/2026"
"608","Ukraine","5I57(A) diesel power plant or 63T6A converter",0,0,4,0,4,"05/24/2026"
"609","Ukraine","5N63-1 'Flap Lid A' on 40V6M mast (for S-300PT)",1,1,3,0,5,"05/24/2026"
"610","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",0,1,15,0,16,"05/24/2026"
"611","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",1,0,1,1,3,"05/24/2026"
"612","Ukraine","5P73 launcher (for S-125-2D 'Pechora-2D')",0,0,1,0,1,"05/24/2026"
"613","Ukraine","5P851A (Launcher for S-300PT-1A)",0,0,32,0,32,"05/24/2026"
"614","Ukraine","5P85D (launcher for S-300PS)",1,0,1,0,2,"05/24/2026"
"615","Ukraine","5P85D/S (launcher for S-300PS)",0,1,16,0,17,"05/24/2026"
"616","Ukraine","5P85S (launcher for S-300PS)",1,1,16,0,18,"05/24/2026"
"617","Ukraine","79K6 'Pelikan' 3D surveillance radar",0,0,3,0,3,"05/24/2026"
"618","Ukraine","80K6M Mobile 3D Radar",0,0,1,0,1,"05/24/2026"
"619","Ukraine","80mm B-8 makeshift MRL",0,0,1,0,1,"05/24/2026"
"620","Ukraine","9A310M1 TELAR (for Buk-M1)",1,4,15,0,20,"05/24/2026"
"621","Ukraine","9A330 Tor TLAR (for 9K330 Tor)",0,1,0,0,1,"05/24/2026"
"622","Ukraine","9A39M1 TEL (for Buk-M1)",0,1,5,0,6,"05/24/2026"
"623","Ukraine","9K33 Osa",3,5,16,0,24,"05/24/2026"
"624","Ukraine","9K35 Strela-10",0,4,29,1,34,"05/24/2026"
"625","Ukraine","9P148 Konkurs ATGM carrier",8,0,5,1,14,"05/24/2026"
"626","Ukraine","9P149 Shturm-S ATGM carrier",2,2,1,0,5,"05/24/2026"
"627","Ukraine","9S32-1 radar (for 9K81-1 S-300V1)",0,0,1,0,1,"05/24/2026"
"628","Ukraine","9T217 transloader (for 9K33 Osa)",0,0,3,0,3,"05/24/2026"
"629","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,0,4,0,4,"05/24/2026"
"630","Ukraine","ACSV troop/cargo vehicle",1,0,4,0,5,"05/24/2026"
"631","Ukraine","AIM-132 ASRAAM based on Supacat HMT",0,0,1,0,1,"05/24/2026"
"632","Ukraine","AK-04-9A 'Porosha' airfield air conditioner based on KamAZ-5320",0,0,1,0,1,"05/24/2026"
"633","Ukraine","AMX-10 RC(R)",1,0,3,1,5,"05/24/2026"
"634","Ukraine","AMZ Dzik-2",1,1,1,0,3,"05/24/2026"
"635","Ukraine","AN-MPQ-64 Sentinel radar",0,0,1,0,1,"05/24/2026"
"636","Ukraine","AN/MPQ-53 radar (for MIM-104 'Patriot')",0,1,1,0,2,"05/24/2026"
"637","Ukraine","AN/TPQ-36 weapons location radar",0,3,5,0,8,"05/24/2026"
"638","Ukraine","AN/TPQ-37 weapons location radar",0,0,2,0,2,"05/24/2026"
"639","Ukraine","AN/TPQ-49 lightweight counter mortar radar",1,0,0,0,1,"05/24/2026"
"640","Ukraine","AN/TPQ-50 counter-battery radar",0,1,6,0,7,"05/24/2026"
"641","Ukraine","ARS-14 decontamination and degassing vehicle",3,0,0,0,3,"05/24/2026"
"642","Ukraine","ARTHUR counter-battery radar",0,0,1,0,1,"05/24/2026"
"643","Ukraine","AT105A Saxon",8,0,10,0,18,"05/24/2026"
"644","Ukraine","ATF Dingo",0,2,13,1,16,"05/24/2026"
"645","Ukraine","ATS-59G-based support tractor",0,0,3,0,3,"05/24/2026"
"646","Ukraine","ATs-10-260 Fuel Tanker",0,0,1,0,1,"05/24/2026"
"647","Ukraine","Airbus H225 transport helicopter",0,0,1,0,1,"05/24/2026"
"648","Ukraine","Alvis 4 'Mamba'",1,1,2,0,4,"05/24/2026"
"649","Ukraine","An-26 transport aircraft",0,0,2,0,2,"05/24/2026"
"650","Ukraine","Avenger",0,0,1,0,1,"05/24/2026"
"651","Ukraine","BAT-2 heavy engineering vehicle",2,1,3,0,6,"05/24/2026"
"652","Ukraine","BATT UMG",0,1,8,0,9,"05/24/2026"
"653","Ukraine","BAZ-69531",0,0,1,0,1,"05/24/2026"
