"","country","system","damaged","captured","abandoned","destroyed","total","Date"
"648","Ukraine","Project 11770 Serna-class landing craft",1,0,0,1,2,"12/27/2023"
"649","Ukraine","Project 22870 rescue tug",0,0,0,1,1,"12/27/2023"
"650","Ukraine","Project 376 Yaroslavets-class general purpose tugboat",0,0,0,1,1,"12/27/2023"
"651","Ukraine","Project 636.3 Improved Kilo-class submarine",1,0,0,0,1,"12/27/2023"
"652","Ukraine","Project 640 small patrol boat",0,0,0,1,1,"12/27/2023"
"653","Ukraine","Project 775 Ropucha-class landing ship",3,0,0,0,3,"12/27/2023"
"654","Ukraine","R-142N command and staff vehicle",0,0,0,1,1,"12/27/2023"
"655","Ukraine","R-145BM command vehicle",0,1,0,1,2,"12/27/2023"
"656","Ukraine","R-145BM1 command vehicle",0,1,0,4,5,"12/27/2023"
"657","Ukraine","R-149MA1 command and staff vehicle",5,30,2,48,85,"12/27/2023"
"658","Ukraine","R-166-0.5 signals vehicle",0,6,0,17,23,"12/27/2023"
"659","Ukraine","R-330BMV and R-394BMV Borisoglebsk-2B",2,2,0,10,14,"12/27/2023"
"660","Ukraine","R-330ZH Zhitel",3,0,0,14,17,"12/27/2023"
"661","Ukraine","R-381T2M radio monitoring station from a modernised R-381TM Taran-M automatic signals intelligence complex",0,1,0,4,5,"12/27/2023"
"662","Ukraine","R-410-7,5 tropospheric radio relay communication station",0,0,0,1,1,"12/27/2023"
"663","Ukraine","R-934UM",0,0,0,1,1,"12/27/2023"
"664","Ukraine","RB-636AM2 Svet-KU EW system",1,1,0,1,3,"12/27/2023"
"665","Ukraine","RKhM 'Kashalot'",2,3,0,2,7,"12/27/2023"
"666","Ukraine","Remdiesel Z-STS Akhmat",2,1,1,12,16,"12/27/2023"
"667","Ukraine","Repeynik portable counter-UAS radar",0,0,0,1,1,"12/27/2023"
"668","Ukraine","SNAR-10 battlefield surveillance radar",0,2,0,1,3,"12/27/2023"
"669","Ukraine","SNAR-10M1 battlefield surveillance radar",2,1,0,1,4,"12/27/2023"
"670","Ukraine","ST-68U radar",0,0,0,4,4,"12/27/2023"
"671","Ukraine","Shark",0,2,0,8,10,"12/27/2023"
"672","Ukraine","Silok-01 counter-UAV system",1,1,0,2,4,"12/27/2023"
"673","Ukraine","Sisu XA-185",2,1,2,5,10,"12/27/2023"
"674","Ukraine","Sorum-class seagoing tugboat",0,1,0,0,1,"12/27/2023"
"675","Ukraine","Spaitech Sparrow",0,3,0,1,4,"12/27/2023"
"676","Ukraine","Spectator-M1",0,2,0,3,5,"12/27/2023"
"677","Ukraine","Stenka-class patrol boat (Operated by the Sea Guard)",0,0,0,1,1,"12/27/2023"
"678","Ukraine","Stridsvagn 122",3,0,3,1,7,"12/27/2023"
"679","Ukraine","Strizh-3 counter-UAV system",0,0,0,1,1,"12/27/2023"
"680","Ukraine","Su-24M strike aircraft",0,0,0,3,3,"12/27/2023"
"681","Ukraine","Su-24MR tactical reconnaissance aircraft",0,0,0,1,1,"12/27/2023"
"682","Ukraine","Su-27 fighter aircraft",0,0,0,13,13,"12/27/2023"
"683","Ukraine","Su-34 strike aircraft",0,0,0,22,22,"12/27/2023"
"684","Ukraine","Su-35S multirole aircraft",0,0,0,5,5,"12/27/2023"
"685","Ukraine","Supercam S350",0,6,0,9,15,"12/27/2023"
"686","Ukraine","T-64 mine-clearing tank",1,1,1,1,4,"12/27/2023"
"687","Ukraine","T-64A",0,1,0,1,2,"12/27/2023"
"688","Ukraine","T-64B",1,2,0,2,5,"12/27/2023"
"689","Ukraine","T-64B1M",0,7,0,3,10,"12/27/2023"
"690","Ukraine","T-64BM 'Bulat'",3,3,0,11,17,"12/27/2023"
"691","Ukraine","T-64BM2 'Bulat'",1,0,0,4,5,"12/27/2023"
"692","Ukraine","T-64BV",34,51,9,166,260,"12/27/2023"
"693","Ukraine","T-64BV Zr. 2017",7,22,4,51,84,"12/27/2023"
"694","Ukraine","T-72 'Ural'",1,1,0,3,5,"12/27/2023"
"695","Ukraine","T-72AMT",5,6,2,10,23,"12/27/2023"
"696","Ukraine","T-72AV",6,6,5,21,38,"12/27/2023"
"697","Ukraine","T-72B",25,77,23,244,369,"12/27/2023"
"698","Ukraine","T-72B Obr. 2022",15,0,16,24,55,"12/27/2023"
"699","Ukraine","T-72B3 Obr. 2016",22,101,11,132,266,"12/27/2023"
"700","Ukraine","T-72B3 Obr. 2022",3,0,3,17,23,"12/27/2023"
"701","Ukraine","T-72EA",0,1,0,4,5,"12/27/2023"
"702","Ukraine","T-80BV",69,85,43,330,527,"12/27/2023"
"703","Ukraine","T-80BVM Obr. 2022",2,0,2,6,10,"12/27/2023"
"704","Ukraine","T-80UE-1",0,4,0,2,6,"12/27/2023"
"705","Ukraine","T-80UK",0,1,1,1,3,"12/27/2023"
"706","Ukraine","T-80UM2",0,0,0,1,1,"12/27/2023"
"707","Ukraine","T-90A",2,9,3,21,35,"12/27/2023"
"708","Ukraine","T-90M",18,3,10,32,63,"12/27/2023"
"709","Ukraine","TMM-3 bridge layer",4,17,1,11,33,"12/27/2023"
"710","Ukraine","TZM-T reloader vehicle (for TOS-1A)",0,4,1,3,8,"12/27/2023"
"711","Ukraine","Takhion",0,4,0,1,5,"12/27/2023"
"712","Ukraine","Torn(-MDM)",0,1,0,0,1,"12/27/2023"
"713","Ukraine","Triton-1",0,3,0,0,3,"12/27/2023"
"714","Ukraine","Truck-based support equipment (for S-400)",0,0,0,1,1,"12/27/2023"
"715","Ukraine","UAZ-23632 pickup truck",0,3,0,5,8,"12/27/2023"
"716","Ukraine","UAZ-23632-148-64 armed pickup truck",0,0,0,7,7,"12/27/2023"
"717","Ukraine","UAZ-469 jeep",2,6,2,8,18,"12/27/2023"
"718","Ukraine","UJ-22",0,0,0,2,2,"12/27/2023"
"719","Ukraine","UR-67 mine clearing charge on BTR-D APC",0,1,0,0,1,"12/27/2023"
"720","Ukraine","UR-77 'Meteorit' mine clearing vehicle",0,17,1,14,32,"12/27/2023"
"721","Ukraine","Unknown AFV",18,2,4,210,234,"12/27/2023"
"722","Ukraine","Unknown BTR",0,0,0,3,3,"12/27/2023"
"723","Ukraine","Unknown BTR-D/BMD-2",0,0,0,9,9,"12/27/2023"
"724","Ukraine","Unknown Buk M1-2/M2/M3 TEL(AR)",1,0,0,10,11,"12/27/2023"
"725","Ukraine","Unknown IMV",1,0,0,5,6,"12/27/2023"
"726","Ukraine","Unknown SPG",5,0,0,22,27,"12/27/2023"
"727","Ukraine","Unknown T-64",0,0,0,2,2,"12/27/2023"
"728","Ukraine","Unknown T-72",20,3,8,111,142,"12/27/2023"
"729","Ukraine","Unknown T-80",3,1,1,7,12,"12/27/2023"
"730","Ukraine","Unknown communications station",0,0,0,1,1,"12/27/2023"
"731","Ukraine","Unknown communications station based on the KamAZ 6x6",0,0,0,5,5,"12/27/2023"
"732","Ukraine","Unknown counter mortar/battery radar",1,0,0,0,1,"12/27/2023"
"733","Ukraine","Unknown fuel tanker",0,0,0,5,5,"12/27/2023"
"734","Ukraine","Unknown helicopter",0,0,0,2,2,"12/27/2023"
"735","Ukraine","Unknown reconnaissance UAV",0,1,0,2,3,"12/27/2023"
"736","Ukraine","Unknown tank",1,0,0,39,40,"12/27/2023"
"737","Ukraine","Unknown towed artillery",10,0,0,25,35,"12/27/2023"
"738","Ukraine","Unknown truck",2,3,1,54,60,"12/27/2023"
"739","Ukraine","Unknown vehicle",0,0,0,36,36,"12/27/2023"
"740","Ukraine","Ural Federal",0,7,0,19,26,"12/27/2023"
"741","Ukraine","Ural-375D",0,0,0,1,1,"12/27/2023"
"742","Ukraine","Ural-4320",38,151,15,618,822,"12/27/2023"
"743","Ukraine","Ural-4320 KET-L recovery vehicle",0,2,0,2,4,"12/27/2023"
"744","Ukraine","Ural-4320 KT-L recovery vehicle",0,2,0,6,8,"12/27/2023"
"745","Ukraine","Ural-4320 with EOV-3521 excavator",1,1,0,3,5,"12/27/2023"
"746","Ukraine","Ural-4320 with KS-3574M3 or KS-3574M crane",0,1,0,3,4,"12/27/2023"
"747","Ukraine","Ural-542301 tank transporter",0,1,1,0,2,"12/27/2023"
"748","Ukraine","VAB",5,0,3,11,19,"12/27/2023"
"749","Ukraine","Varta",2,24,0,11,37,"12/27/2023"
"750","Ukraine","Vepr",0,1,0,2,3,"12/27/2023"
"751","Ukraine","Vityaz DT-10PM articulated tracked carrier",0,0,0,1,1,"12/27/2023"
"752","Ukraine","Vityaz DT-30 articulated tracked carrier",2,3,0,1,6,"12/27/2023"
"753","Ukraine","Wolfhound Protected Patrol",0,0,0,5,5,"12/27/2023"
"754","Ukraine","YPR-765",11,3,8,38,60,"12/27/2023"
"755","Ukraine","ZALA 421-16?",0,13,0,31,44,"12/27/2023"
"756","Ukraine","ZSU-23-4 Shilka",2,7,2,3,14,"12/27/2023"
"757","Ukraine","ZiL-130",0,1,0,6,7,"12/27/2023"
"758","Ukraine","ZiL-131",3,39,1,91,134,"12/27/2023"
"759","Ukraine","ZiL-131 tanker",1,1,1,3,6,"12/27/2023"
"760","Ukraine","ZiL-131-based KShM KUNG command vehicle",0,0,0,1,1,"12/27/2023"
"761","Ukraine","ZiL-157",0,2,0,0,2,"12/27/2023"
"762","Ukraine","ZiL-181",0,0,0,1,1,"12/27/2023"
"763","Ukraine",NA,0,0,0,2,2,"12/27/2023"
