"","country","system","captured","abandoned","destroyed","damaged","total","Date"
"61","Russia","KamAZ-5350 with EOV-3523 excavator",3,0,1,0,4,2022-03-04
"62","Russia","KamAZ-5350 with KS-45719-7M crane",0,0,1,0,1,2022-03-04
"63","Russia","KamAZ-6350 8x8 artillery tractor",2,0,2,2,6,2022-03-04
"64","Russia","KamAZ-63968 Typhoon",2,0,1,0,3,2022-03-04
"65","Russia","Mi-24 attack helicopter",0,0,1,0,1,2022-03-04
"66","Russia","Mi-35M attack helicopter",0,0,1,0,1,2022-03-04
"67","Russia","Mi-8 transport helicopter",0,0,1,0,1,2022-03-04
"68","Russia","MP-2IM signals vehicle",0,1,0,0,1,2022-03-04
"69","Russia","MT-LB",19,7,6,0,32,2022-03-04
"70","Russia","MT-LB with ZU-23 AA gun",0,0,1,0,1,2022-03-04
"71","Russia","MT-LBu",2,3,3,0,8,2022-03-04
"72","Russia","Pantsir-S1",2,0,1,0,3,2022-03-04
"73","Russia","PMP floating bridge",0,0,2,0,2,2022-03-04
"74","Russia","R-149MA1 unified command and staff vehicle",3,2,1,1,7,2022-03-04
"75","Russia","R-166-0.5 signals vehicle",0,1,1,0,2,2022-03-04
"76","Russia","R-330BMV Borisoglebsk-2B",0,0,0,1,1,2022-03-04
"77","Russia","R-419L1 communications station",0,1,0,0,1,2022-03-04
"78","Russia","REM-KL armoured recovery vehicle",1,0,0,0,1,2022-03-04
"79","Russia","Su-25 close air support aircraft",0,0,3,0,3,2022-03-04
"80","Russia","Su-25SM3 close air support aircraft",0,0,1,0,1,2022-03-04
"81","Russia","Su-30SM multirole aircraft",0,0,1,0,1,2022-03-04
"82","Russia","T-64BV",0,0,0,1,1,2022-03-04
"83","Russia","T-72A",1,0,0,0,1,2022-03-04
"84","Russia","T-72AV",1,0,0,0,1,2022-03-04
"85","Russia","T-72B",4,3,4,1,12,2022-03-04
"86","Russia","T-72B Obr. 1989",1,1,0,0,2,2022-03-04
"87","Russia","T-72B3",3,2,3,1,9,2022-03-04
"88","Russia","T-72B3 Obr. 2016",8,6,7,0,21,2022-03-04
"89","Russia","T-80BV",3,2,1,0,6,2022-03-04
"90","Russia","T-80BVM",5,1,1,0,7,2022-03-04
"91","Russia","T-80U",9,9,5,1,24,2022-03-04
"92","Russia","T-80UD",1,1,1,0,3,2022-03-04
"93","Russia","T-90A",1,3,5,0,9,2022-03-04
"94","Russia","TMM-3 bridge layer",4,2,1,1,8,2022-03-04
"95","Russia","Tor-M2",1,0,1,0,2,2022-03-04
"96","Russia","TZM-T reloader vehicle (for TOS-1A)",1,0,0,0,1,2022-03-04
"97","Russia","UAZ Patriot",0,1,0,0,1,2022-03-04
"98","Russia","Unknown AFV",0,0,1,0,1,2022-03-04
"99","Russia","Unknown BTR-D/BMD-2",0,0,8,0,8,2022-03-04
"100","Russia","Unknown communications station",0,0,1,0,1,2022-03-04
"101","Russia","Unknown communications station based on the KamAZ 6x6",1,0,0,1,2,2022-03-04
"102","Russia","Unknown Mi-24/35 attack helicopter",0,0,1,1,2,2022-03-04
"103","Russia","Unknown tank",0,1,0,0,1,2022-03-04
"104","Russia","Unknown truck",3,1,9,1,14,2022-03-04
"105","Russia","Unknown vehicle",0,0,3,0,3,2022-03-04
"106","Russia","UR-77 'Meterorit'",2,1,0,0,3,2022-03-04
"107","Russia","Ural Federal",0,3,1,0,4,2022-03-04
"108","Russia","Ural-4320",32,9,20,3,64,2022-03-04
"109","Russia","Ural-4320 Wrecker",1,0,0,1,2,2022-03-04
"110","Russia","Ural-43206",6,1,1,0,8,2022-03-04
"111","Russia","Ural-542301 tank transporter",0,1,0,0,1,2022-03-04
"112","Russia","ZiL-131",0,2,1,0,3,2022-03-04
"113","Ukraine","100mm MT-12 anti-tank gun",1,1,0,0,2,2022-03-04
"114","Ukraine","122mm 2S1 Gvozdika",3,1,2,0,6,2022-03-04
"115","Ukraine","152mm 2A65 Msta-B howitzer",0,2,0,0,2,2022-03-04
"116","Ukraine","1L22 'Parol'",0,0,1,1,2,2022-03-04
"117","Ukraine","23mm ZU-23",1,0,0,0,1,2022-03-04
"118","Ukraine","5P85D (launcher for S-300PS)",0,0,1,0,1,2022-03-04
"119","Ukraine","9K310 Igla-1",3,0,0,0,3,2022-03-04
"120","Ukraine","9K33 Osa",0,0,4,0,4,2022-03-04
"121","Ukraine","9K35 Strela-10",0,0,1,0,1,2022-03-04
"122","Ukraine","9K38 Igla",2,0,0,0,2,2022-03-04
"123","Ukraine","9M111 Fagot",1,0,0,0,1,2022-03-04
"124","Ukraine","9M113 Konkurs",2,0,0,0,2,2022-03-04
"125","Ukraine","9P148 Konkurs ATGM carrier",1,0,2,0,3,2022-03-04
"126","Ukraine","An-225",0,0,1,0,1,2022-03-04
"127","Ukraine","An-26 transport aircraft",0,0,1,0,1,2022-03-04
"128","Ukraine","AT105A 'Saxon'",1,0,0,0,1,2022-03-04
"129","Ukraine","BMP-1(P)",0,5,3,1,9,2022-03-04
"130","Ukraine","BMP-1Khs",0,0,1,0,1,2022-03-04
"131","Ukraine","BMP-2",1,1,0,0,2,2022-03-04
"132","Ukraine","BRDM-2",5,8,3,0,16,2022-03-04
"133","Ukraine","BRM-1K",2,0,0,1,3,2022-03-04
"134","Ukraine","BSEM-4K",0,0,1,0,1,2022-03-04
"135","Ukraine","BTR-3",2,0,1,0,3,2022-03-04
"136","Ukraine","BTR-4",7,2,6,0,15,2022-03-04
"137","Ukraine","BTR-60",2,0,0,0,2,2022-03-04
"138","Ukraine","BTR-70",3,1,0,0,4,2022-03-04
"139","Ukraine","BTR-80",4,0,2,0,6,2022-03-04
"140","Ukraine","Buk-M1",0,0,1,0,1,2022-03-04
"141","Ukraine","GAZ-66",5,3,2,3,13,2022-03-04
"142","Ukraine","HMMWV",0,0,1,0,1,2022-03-04
"143","Ukraine","KamAZ",0,0,1,0,1,2022-03-04
"144","Ukraine","Kozak-2",2,1,1,1,5,2022-03-04
"145","Ukraine","KrAZ-6322",5,0,1,0,6,2022-03-04
"146","Ukraine","Krivak III class frigate 'Hetman Sahaydachniy'",0,0,1,0,1,2022-03-04
"147","Ukraine","MAZ",0,1,7,1,9,2022-03-04
"148","Ukraine","MAZ-537",0,0,1,0,1,2022-03-04
"149","Ukraine","MBT LAW 'NLAW'",3,0,0,0,3,2022-03-04
"150","Ukraine","MT-LB",0,1,2,0,3,2022-03-04
"151","Ukraine","MT-LB Ambulance",0,1,0,0,1,2022-03-04
"152","Ukraine","MT-LBu",0,1,0,1,2,2022-03-04
"153","Ukraine","Novator",1,0,0,0,1,2022-03-04
"154","Ukraine","P-14 'Tall King'",0,0,0,1,1,2022-03-04
"155","Ukraine","P-35/37 'Bar Lock'",0,0,1,0,1,2022-03-04
"156","Ukraine","PRV-13 'Odd Pair'",0,0,1,0,1,2022-03-04
"157","Ukraine","RK-3 Corsar",1,0,0,0,1,2022-03-04
"158","Ukraine","Su-25 attack aircraft",0,0,2,0,2,2022-03-04
"159","Ukraine","Su-27 fighter aircraft",0,0,3,0,3,2022-03-04
"160","Ukraine","T-64BV",9,7,10,2,28,2022-03-04
"161","Ukraine","T-80BV",1,1,0,1,3,2022-03-04
"162","Ukraine","UAZ-469",1,0,0,0,1,2022-03-04
"163","Ukraine","Unknown BTR",0,1,0,0,1,2022-03-04
"164","Ukraine","Unknown truck",1,2,3,1,7,2022-03-04
"165","Ukraine","Ural-375D",1,0,1,0,2,2022-03-04
"166","Ukraine","Ural-4320",1,0,3,0,4,2022-03-04
"167","Ukraine","Varta",6,0,0,0,6,2022-03-04
"168","Ukraine","ZiL-131",2,1,4,0,7,2022-03-04
